Source,Target
Niyaz-Azadikhah,Eden
Panos Tsagaris,EDEN
Pascale Marthine Tayou,Edge
Abdulaziz Ashour,Edge of Arabia
Ahmed Mater,Edge of Arabia
Ayman Yossri Daydban,Edge of Arabia
Faisal Samra,Edge of Arabia
Lulwah Al-Homoud,Edge of Arabia
Manal Al Dowayan,Edge of Arabia
Manal Dowayan,Edge of Arabia
Shadia Alem,Edge of Arabia
Yazan Khalili,Edge of Arabia
Yousef Jaha,Edge of Arabia
CAMP,Edgware Road Project
Wael Shawky,Edgware Road Project
Nikolaj Bendix,Edinburgh
Doa Aly,Edit Molnar
Başak Ertür,Edward Said
Eyal Weizman,Edward Said
David Douglas Duncan,Edward Steichen
Ahmed Foula,Egypt
Anna Boghiguian,Egypt
Aras Özgün,Egypt
Ayman Ramadan,Egypt
"Basim Magdy ",Egypt
Doa Aly,Egypt
Giuseppe Moscatello,Egypt
Hala Elkoussy,Egypt
Hanan Abdullah Bahamdan,Egypt
Huda Lutfi,Egypt
Ibrahim Abumsmar,Egypt
Lamia Joreige,Egypt
Magdi Mostafa,Egypt
Maha Maamoun,Egypt
Mai Al Ibrashy,Egypt
Moataz Nasr,Egypt
Mohamed Abdelkarim,Egypt
Mona Marzouk,Egypt
Mounir Al-Shaarani,Egypt
Nacera Belaza,Egypt
Nika Oblak,Egypt
Ninar Esber,Egypt
Noma Omran,Egypt
Primož Novak,Egypt
Safeya Binzagr,Egypt
Saloua Raouda Choucair,Egypt
Shalima Sharbatli,Egypt
Sherif El Azma,Egypt
Sherin Guirguis,Egypt
Susan Hefuna,Egypt
Tarek Atoui,Egypt
Wael Shawky,Egypt
Waheeda Malullah,Egypt
Youssef Nabil,Egypt
Ahmed El Attar,Egyptian
Hanan Abdullah Bahamdan,Egyptian
Lara Baladi,Egyptian
Mahdi Al Jeraibi,Egyptian
Mahmoud Refat,Egyptian
Sam Shalabi,Egyptian
Sherif El Azma,Egyptian
Soraya Darwish,Egyptian
Susan Hefuna,Egyptian
Wael Shawky,Egyptian
Youssef Nabil,Egyptian
"SUPERFLEX ",Eindhoven
Tintin Wulia,Eindhoven
Andrés Denegri,Electronic Arts
Yto Barrada,Ellen Auerbach
Sean Gullette,Emile Hirsch
David Spriggs,Emily Carr Institute of Art & Design
Panos Tsagaris,Emily Carr Institute of Art & Design
Barry Doupé,Emily Carr University
Murtaza Vali,Emily Jacir
Hassan Sharif,Emirates
Lamya Gargash,Emirates
Hassan Sharif,Emirates Fine Art Society
Mohammed Kazem,Emirates Fine Arts Society
Nasir Nasrallah,Emirates Fine Arts Society
Reem Al Ghaith,Emirates Palace Hotel
Ahaad Alamoudi,England
Ali Jabri,England
David Spriggs,England
Farhad Ahrarnia,England
Golnaz Fathi,England
Hasan and Husain Essop,England
Jane & Louise Wilson,England
Larissa Sansour,England
Safeya Binzagr,England
Simon Fujiwara,England
Taha Al-Sabban,England
Zena el Khalil,England
Zineb Sedira,England
Abdelfattah Kilito,English
Abdullah Al Saadi,English
Ali Jabri,English
Aras Özgün,English
Djamel Kokene,English
Halla Bint Khalid,English
Jane & Louise Wilson,English
Maha Malluh,English
Noura Bouzo,English
Raana-Farnoud,English
Simin Keramati,English
Mariam Ghani,Erin Ellen Kelly
Yusef A. Lateef,Ernie Farrell
Adrian Paci,Essen
Gulnara Kasmalieva,Estonia
Muratbek Djumaliev,Estonia
Shohreh Mehran,Etemad Gallery
Theo Eshetu,Ethiopia
Mohamed Bourouissa,Eugene Delacroix
Abdullah Hammas,Europe
Agnes Janich,Europe
Anri Sala,Europe
Bahar Behbahani,Europe
Fahd Al-Khalif,Europe
Jem Cohen,Europe
Josephine Meckseper,Europe
Judith Barry,Europe
Jun Yang,Europe
Khaled Hourani,Europe
Khaled Jarrar,Europe
Laurent Grasso,Europe
Leila Pazooki,Europe
Liliana Porter,Europe
Maalem Abdelkébir Merchane,Europe
Magdi Mostafa,Europe
Mariam Ghani,Europe
Mohamed Ali Fadlabi,Europe
Mona Hatoum,Europe
Monir Shahroudy Farmanfarmaian,Europe
Mouna Karray,Europe
Raed Yassin,Europe
Raeda Saadeh,Europe
Regina José Galindo,Europe
Roberto Bellini,Europe
Samir Sayegh,Europe
Samira Badran,Europe
Shafic Abboud,Europe
Shohreh Mehran,Europe
Sophie Ernst,Europe
Tarek Atoui,Europe
Taysir Batniji,Europe
Thilo Frank,Europe
Walid Raad,Europe
Yusef A. Lateef,Europe
Zaman M Jassim,Europe
Zena el Khalil,Europe
Ziad Antar,Europe
Ziad Dalloul,Europe
Agnes Janich,European Academy of Photography
Julia Meltzer,European Media
Raeda Saadeh,European Parliament
Jun Yang,European Union
Fouad Elkoury,Europeenne
Sara Ramo,Eva Klabin
Iman Issa,Exeter
Nil Yalter,Fabienne Dumont
Giuseppe Moscatello,Fabio Mauri
Ahmed Foula,Faculty of Fine Arts
Elias Zayat,Faculty of Fine Arts
Fateh Moudarres,Faculty of Fine Arts
Maider López,Faculty of Fine Arts
Mohsen Ahmadvand,Faculty of Fine Arts
N.S. Harsha,Faculty of Fine Arts
Shahrzad Changalvaee,Faculty of Fine Arts
Youssef Abdelkė,Faculty of Fine Arts
Ziad Dalloul,Faculty of Fine Arts
Ala Ebtekar,Farjam Collection
Golnaz Fathi,Farjam Collection
Pouran-Jinchi,Farjam Collection
Wissam Shawkat,Farjam Collection
Pouya Parsamagham,Farshid Maleki
Faisal Khudaidi,February 2009
Zaina Zahid,February 2009
Pouran-Jinchi,Federal Reserve Bank
Saloua Raouda Choucair,Fernand Léger
Basma Al Sharif,Festival International
Shafic Abboud,FIAC
Ammar Bouras,Field
Mahmoud Refat,Field
Maider López,Field
Sheela Gowda,Field
Teboho Mahlatsi,Film & Television Course
Rania Attieh,Film and Television
Khalil Rabah,Fine
Nargess Hashemi,Fine
Bahman Mohassess,Fine Art Academy
Sara Naim,Fine Art Media
Fahd Al-Hijilan,Fine Arts Advisory Committee
Khaled Hourani,Fine Arts Department
Nadia Ayari,Fine Arts Work Center
Mohamed Bourouissa,Finish Museum of Photography
Adel Abidin,Finland
Agnes Janich,Finland
Anawana Haloba,Finland
Elena Kovylina,Finland
Erkka Nissinen,Finland
Hasan and Husain Essop,Finland
Hiroyuki Masuyama,Finland
Mohamed Bourouissa,Finland
Otobong Nkanga,Finland
Sama Alshaibi,Finland
"SUPERFLEX ",Finland
Josephine Meckseper,FLAG Art Foundation
Samira Badran,Florence
Setareh Shahbazi,Florence
Susan Hefuna,Florence Guerlain
Mohamed Bourouissa,Florence Paradéis
Liliana Porter,Florencia Bazzano-
Hesam Rahmanian,Florida
Nadia Ayari,Florida
Abbas Akhavan,Fogo Islands
CAMP,Folkestone
Setareh Shahbazi,Fondation Cartier
Nil Yalter,Fonds national d’art contemporain
Samira Badran,Foreign Ministry
Hrair Sarkissian,FotoMuseum
Samer Omran,Fourteenth Damascus International
Liliana Porter,Fox
Fernando José Pereira,Franca de Xira
Marwan Rechmaoui,Français
Abdelfattah Kilito,France
Abdelkader Benchamma,France
Adel Abidin,France
Ali Essafi,France
Amino Belyamani,France
"Angelica Mesiti ",France
Anri Sala,France
"Apichatpong Weerasethakul ",France
Ayşe Erkmen,France
"Basim Magdy ",France
"Basir Mahmood ",France
Bijoy Jain,France
Burak Arikan,France
Carsten Höller,France
"Charwei Tsai ",France
Djamel Kokene,France
Driss Ouadahi,France
Eduard Puterbrot,France
Eduardo Terrazas,France
Elena Kovylina,France
Enrique Ramirez,France
Fayçal Baghriche,France
Gulnara Kasmalieva,France
Haig Aivazian,France
Hassan Massoudy,France
Heman Chong,France
Hrair Sarkissian,France
Ismaïl Bahri,France
Jananne Al-Ani,France
Jane & Louise Wilson,France
Jayce Salloum,France
"Jean-Luc Moulène ",France
Kader Attia,France
"Kamarstudios ",France
Kazuyo Sejima,France
Khaled Sabsabi,France
Lamia Joreige,France
Lani Maestro,France
Latifa Echakhch,France
Laurent Grasso,France
Lili Dujourie,France
Liu Wei,France
Mario Rizzi,France
Marwan Rechmaoui,France
Melik Ohanian,France
Mohamed Bourouissa,France
Mohamed El Mahdaoui,France
mounir fatmi,France
Muratbek Djumaliev,France
Mustapha Benfodil,France
Nacera Belaza,France
Nargess Hashemi,France
Neda Razavipour,France
Nikolaj Bendix,France
Ninar Esber,France
Noha Faoud Al-Ghalib,France
Noma Omran,France
Omar Berrada,France
Otobong Nkanga,France
Pascale Marthine Tayou,France
Rabih Mroué,France
Raeda Saadeh,France
Rasheed Araeen,France
Ryoji Ikeda,France
Shafic Abboud,France
Shalima Sharbatli,France
Sheela Gowda,France
Shilpa Gupta,France
Shimabuku,France
Shiro Takatani,France
Simone Fattal,France
Susan Hefuna,France
Tarek Atoui,France
Taysir Batniji,France
Thilo Frank,France
Walid Raad,France
Yonamine,France
YOVO! YOVO!,France
Ziad Antar,France
Zineb Sedira,France
Érik Bullot,France
Meriç Algün Ringborg,Francesca Minini
Carsten Nicolai,Frank Bretschneider
Ala Ebtekar,Frankfurt
Ayşe Erkmen,Frankfurt
Dirk Fleischmann,Frankfurt
Haleh Redjaian,Frankfurt
Latifa Echakhch,Frankfurt
Otobong Nkanga,Frankfurt
Setareh Shahbazi,Frankfurt
Simon Fujiwara,Frankfurt
Meriç Algün Ringborg,Fredrik Liew
Susan Hefuna,Fred Tomaselli
Eva Meyer-Keller,Freiburg
Pascal Hachem,Freiburg
Abdelfattah Kilito,French
Ali Essafi,French
Djamel Kokene,French
Elena Kovylina,French
Hicham Ayouch,French
Hussein Al-Mohasen,French
Nacera Belaza,French
Nil Yalter,French
Omar Berrada,French
Saâdane Afif,French
Shafic Abboud,French
Akram Zaatari,French Cinemathèque
Nil Yalter,French National Library
Susan Hefuna,Freud Museum
Pouya Parsamagham,Fribourg International
Ola Hejazi,Frida Kahlo
Haleh Redjaian,Friday
Jawad Al Malhi,Frieze Foundation
Fahda bint Saud,from 1953 to 1964
Hans Haacke,from 1967 to 2002
Nil Yalter,from 1976 to 1980
Samira Badran,from 1978 to 1982
Doug Ashford,from 1982 to 1996
Adrian Paci,From 1987 to 1991
Liliana Porter,from 1991 to 2007
Abdullah Al Saadi,From 1994 to 1996
Liliana Porter,from 1994 to 2004
Ninar Esber,from 1995 to 2000
Kader Attia,from 1996 to 1998
Adila Laidi-Hanieh,From 1996 to 2005
Setareh Shahbazi,From 1997 to 2003
Eungie Joo,from 2003 to 2007
Mona Marzouk,From 2005 to 2013
Jun Yang,from 2007 to 2010
Meriç Algün Ringborg,Frutta Gallery
Shiro Takatani,Fujiko Nakaya
Rasheed Araeen,Fukukoa Art Museum
Imran Qureshi,Fukuoka
Rasheed Araeen,Fukuoka
Tiffany Chung,Fukuoka
Rasheed Araeen,Fukuoka Art Museum
Imran Qureshi,Fukuoka Asian Art Museum
Seigen Ono,Fukushima
Luz Maria Bedoya,Gabriela Mistral
Meriç Algün Ringborg,Galerie
Abdelkader Benchamma,Galerie du Jour
Panos Tsagaris,Galerie Michel Rein
Meriç Algün Ringborg,Galerie Nordenhake
Setareh Shahbazi,Galerie Sfeir-Semler
Meriç Algün Ringborg,Galeri NON
Fernando José Pereira,Galicia
Meriç Algün Ringborg,Galleri Mejan
Farshid Maleki,Gallery Isabelle van den Eynde
Haleh Redjaian,Gallery Isabelle van den Eynde
Hesam Rahmanian,Gallery Isabelle van den Eynde
Jessica Mein,Gallery Isabelle van den Eynde
Lara Baladi,Gallery Isabelle van den Eynde
Nargess Hashemi,Gallery Isabelle van den Eynde
Niyaz-Azadikhah,Gallery Isabelle van den Eynde
Iman Raad,Gallery IVDE
Ramin Haerizadeh,Gallery IVDE
Doa Aly,Gao Shiming
Pascale Marthine Tayou,Garage Center
Abbas Akhavan,Garden
Karin Sander,Garden
Niyaz-Azadikhah,Garden
Saloua Raouda Choucair,Garden
Shahzia Sikander,Garden
Valeska Soares,Garden
Melissa Chimera,Garden Isle Arts Council
Yusef A. Lateef,GA Symphony Orchestra
Jesper Just,Gateshead
Mona Marzouk,Gateshead
Raqs Media Collective,Gateshead
Meriç Algün Ringborg,Gävle Konstcentrum Library
Akram Zaatari,Gawangju
Rania Stephan,Gaza
Rosalind Nashashibi,Gaza
Taysir Batniji,Gaza
Rashid Masharawi,Gaza Strip
Bill Meyers,GDR
Jürgen Böttcher,GDR
Raeda Saadeh,GEMAK Museum
Ana Torfs,Generali Foundation
Adel Abdessemed,Geneva
Bahar Behbahani,Geneva
Yto Barrada,Geneva
Érik Bullot,Geneva
Doa Aly,Genève
"Jean-Luc Moulène ",Genève
Oraib Toukan,Geography and Information Systems
Nevin Aladag,George Maciunas
Adila Laidi-Hanieh,George Mason University
Edgar Endress,George Mason University
Laurent Grasso,Georges Pompidou Centre
Pascal Hachem,Georges Pompidou Centre
Adele Ne Jame,Georgetown
Tanbak,Georgetown University
Abdullah Al-Mazrook,Georgia
Sulayman Al Bassam,Georgina Van Welie
Abdelfattah Kilito,German
Alexander Markov,German
Bjørn Melhus,German
Hans Haacke,German
Karin Sander,German
Leila Fatemi,German
Marcel Odenbach,German
Meriç Algün Ringborg,German
Monika Börgmann,German
Shalima Sharbatli,German
Susan Hefuna,German
The Ministry for State Security (Ministerium für Staatssicherheit),German
Abdullah Al Saadi,Germany
Adrian Paci,Germany
Ahmad Amin Nazar,Germany
Ala Ebtekar,Germany
Amar Kanwar,Germany
Ana Torfs,Germany
Anawana Haloba,Germany
Andreas Gursky,Germany
"Angelica Mesiti ",Germany
Anri Sala,Germany
"Apichatpong Weerasethakul ",Germany
Aras Özgün,Germany
Ayreen Anastas,Germany
Bae Young-whan,Germany
"Basim Magdy ",Germany
"Basir Mahmood ",Germany
Burak Arikan,Germany
CAMP,Germany
Carsten Höller,Germany
Carsten Nicolai,Germany
Cevdet Erek,Germany
Chai Siri,Germany
David Claerbout,Germany
David Spriggs,Germany
Derek Ogbourne,Germany
Dirk Fleischmann,Germany
Doug Henders,Germany
Driss Ouadahi,Germany
Eduard Puterbrot,Germany
Elena Kovylina,Germany
Elizabeth Peyton,Germany
Eva Meyer-Keller,Germany
Fernando José Pereira,Germany
Fumito Urabe,Germany
Gabriel Lester,Germany
Golnaz Fathi,Germany
Gulnara Kasmalieva,Germany
Hala Elkoussy,Germany
Hiroyuki Masuyama,Germany
Işıl Eğrikavuk,Germany
Jalal Toufic,Germany
Jawad Al Malhi,Germany
"Jean-Luc Moulène ",Germany
Jessica Mein,Germany
Jürgen Böttcher,Germany
Kader Attia,Germany
Karin Sander,Germany
Kassab Bachi,Germany
Khaled Jarrar,Germany
Khaled Sabsabi,Germany
Lamya Gargash,Germany
Latifa Echakhch,Germany
Laurent Grasso,Germany
Leila Pazooki,Germany
Marcel Odenbach,Germany
Marcel Schwierin,Germany
Mario Rizzi,Germany
Marwa Rustam,Germany
Melik Ohanian,Germany
Mona Marzouk,Germany
Monir Shahroudy Farmanfarmaian,Germany
mounir fatmi,Germany
Mounira Al Solh,Germany
Muratbek Djumaliev,Germany
Nevin Aladag,Germany
Nika Oblak,Germany
Olafur Eliasson,Germany
Otobong Nkanga,Germany
Pablo Lobato,Germany
Pascale Marthine Tayou,Germany
Primož Novak,Germany
Raeda Saadeh,Germany
Ravi Agarwal,Germany
Reem Al Ghaith,Germany
Rika Noguchi,Germany
Ryoji Ikeda,Germany
Setareh Shahbazi,Germany
Shahzia Sikander,Germany
Sheela Gowda,Germany
Sherin Guirguis,Germany
Shimabuku,Germany
Shiro Takatani,Germany
Simon Fujiwara,Germany
Solange Farkas,Germany
Sophie Ernst,Germany
Susan Hefuna,Germany
Taysir Batniji,Germany
Thilo Frank,Germany
Thomas Demand,Germany
Tintin Wulia,Germany
Wael Shawky,Germany
Walid Raad,Germany
Walid Siti,Germany
Wang Jianwei,Germany
Yang Fudong,Germany
Yang Shaobin,Germany
YOVO! YOVO!,Germany
Yu-ichi Inoue,Germany
Carlos  Amorales,Gerrit Rietveld Academie
Mounira Al Solh,Gerrit Rietveld Academy
Mounir Al-Shaarani,Gezira Art Center
Amino Belyamani,Ghana
Marcel Odenbach,Ghana
Yto Barrada,Gibraltar
Kazuyo Sejima,Gifu
Ryoji Ikeda,Gifu
Marcel Odenbach,Gisela Capitain
Lara Favaretto,Glasgow
Meriç Algün Ringborg,Glasgow
Saâdane Afif,Glasgow
Taha Al-Sabban,Glasgow
Rosalind Nashashibi,Glasgow School of Art
Edward Said,Global Art Forum
Murtaza Vali,Global Art Forum
Saddek Wasil,Global Foundation
Reza Aramesh,Goldsmith College
Eyal Weizman,"Goldsmiths, University of London"
Sophia Al Maria,"Goldsmiths, University of London"
Hala Elkoussy,Goldsmiths College
"Haroon Mirza ",Goldsmiths College
Taus Makhacheva,Goldsmiths College
Thomas Demand,Goldsmiths College
Yazan Khalili,Goldsmiths College
Jane & Louise Wilson,Goldsmiths College of Art
Bob Landry,Google
Hala Elkoussy,Göteborg
"Lúcia Koch ",Göteborg International
José Luis Martinat,Göteborg Museum of Art
Moataz Nasr,Gothenburg
José Luis Martinat,Göthenburg
Raafat Ishak,Government
Mariam Ghani,Governors Island
Elnaz Farajollahi,Graphic Design
Farshid Maleki,Graphic Design
Iman Raad,Graphic Design
Jenine Sharabi,Graphic Design
Nastaran Safaei,Graphic Design
Ramtin Zad,Graphic Design
Salwa Aleryani,Graphic Design
Shahrzad Changalvaee,Graphic Design
Simone Fattal,Grasse
Marcel Odenbach,Grassi Museum
Hiroyuki Masuyama,Graz
"Jean-Luc Moulène ",Graz
Khaled Jarrar,Graz
Mona Marzouk,Graz
Larissa Sansour,Great Britain
Ninar Esber,Great Britain
Michael Rakowitz,Great Neck
Ryoji Ikeda,Grec
Shafic Abboud,Greco
Ammar Al Attar,Greece
Hrair Sarkissian,Greece
Jalal Toufic,Greece
Jenine Sharabi,Greece
Moataz Nasr,Greece
Mohamed Abdelkarim,Greece
Panos Tsagaris,Greece
Rasheed Araeen,Greece
Sama Alshaibi,Greece
Samah Hijawi,Greece
Yang Fudong,Greece
Ayman Yossri Daydban,Greenbox Museum
Adel Abdessemed,Grenoble
Latifa Echakhch,Grenoble
Kazuyo Sejima,Grove
Eduardo Terrazas,Guadalajara
Hu Xiangqian,Guangdong
Doa Aly,Guangzhou
Heman Chong,Guangzhou
Jun Yang,Guangzhou
Leila Pazooki,Guangzhou
Liu Wei,Guangzhou
Yuk King Tan,Guangzhou
Zhang Hui,Guangzhou
Hu Xiangqian,Guangzhou Academy of Fine Arts
Regina José Galindo,Guatemala
Liliana Porter,Guggenheim
Luc Sante,Guggenheim
Maider López,Guggenheim
Walid Raad,Guggenheim
Suzanne Cotter,Guggenheim Abu Dhabi Project
Jane & Louise Wilson,Guggenheim Bilbao
Julia Meltzer,Guggenheim Foundation
Emily Jacir,Guggenheim Museum
Jane & Louise Wilson,Guggenheim Museum
Karin Sander,Guggenheim Museum
Rika Noguchi,Guggenheim Museum
Sharif Waked,Guggenheim Museum
Shilpa Gupta,Guggenheim Museum
Valeska Soares,Guggenheim Museum
Yuko Hasegawa,Guggenheim Museum
Alberto Duman,Guggenheim Walthamstow
Mounira Al Solh,Guild Art Gallery
Raed Yassin,Guild Art Gallery
Muratbek Djumaliev,Gulnara Kasmalieva
Mona Hatoum,Guy Brett
Rasheed Araeen,Gwangju
Alfredo Aquilizan,Gwangju Biennale
Bae Young-whan,Gwangju Biennale
CAMP,Gwangju Biennale
Iman Issa,Gwangju Biennale
Isabel Aquilizan,Gwangju Biennale
Jun Yang,Gwangju Biennale
mounir fatmi,Gwangju Biennale
Rabih Mroué,Gwangju Biennale
Rasheed Araeen,Gwangju Biennale
Shilpa Gupta,Gwangju Biennale
Sophia Al Maria,Gwangju Biennale
Tintin Wulia,Gwangju Biennale
Wang Jianwei,Gwangju Biennale
Dirk Fleischmann,Gwangju Design
Fatima Al Qadiri,Gwangju Design
Mona Marzouk,Gwanju Biennale
Meriç Algün Ringborg,Habib Engqvist
Eungie Joo,Haegue Yang
Susan Hefuna,Hagen
Gabriel Lester,Hague Gemeente Museum
Sharif Waked,Haifa University
Awadh Al-Hamzani,Hail
Marie-Hélène Cauvin,Haiti
Lani Maestro,Halifax
"Haroon Mirza ",Halle
Nika Oblak,Halle
Primož Novak,Halle
Shiro Takatani,Halle
Akram Zaatari,Hamburg
Hans Haacke,Hamburg
Jalal Toufic,Hamburg
Marwa Rustam,Hamburg
Mona Hatoum,Hamburg
Ravi Agarwal,Hamburg
Setareh Shahbazi,Hamburg
Susan Hefuna,Hamburg
YOVO! YOVO!,Hamburg
Carsten Höller,Hamburger Bahnhof Museum
Mona Hatoum,Hamburger Kunsthalle
Simon Fujiwara,Hamburger Kunsthalle
Chai Siri,Hamburg International
Dirk Fleischmann,Hamilton
Lara Favaretto,Hamilton Fulton Visiting
Romeo Castellucci,Hamlet
Bob Landry,Hamlin Baker
Latifa Echakhch,Hammer Museum
Runa Islam,Hammer Museum
Wael Shawky,Hammer Museum
Liu Wei,Hangzhou
Wang Jianwei,Hangzhou
Yang Fudong,Hangzhou
Simone Fattal,Hans Spinner
Rika Noguchi,Hara Museum of Contemporary Art
Lani Maestro,Harbour Magazine
Imran Qureshi,Harris
Matt Saunders,Harris
Yusef A. Lateef,Hartley
Andrei Ujică,Harun Farocki
Harun Farocki,Harvard
Standish Lawder,Harvard
Abdul Ghafur Sheikh,Harvard Business School
Noura Bouzo,Harvard Business School
Abdelfattah Kilito,Harvard University
Lamia Joreige,Harvard University
Marie-Hélène Cauvin,Harvard University
Rashid Masharawi,Harvard University
Wafaa Bilal,Harvard University
Jamal Al Kebasi,Hashim Mohammad Al
Amino Belyamani,Hassan Hakmoun
Mohammed Kazem,Hassan Sharif
Atfal Ahdath,Hatem Imam
"SUPERFLEX ",Haugesund
Doa Aly,Haus Der Kunst
Mounira Al Solh,Haus Der Kunst
Adel Abdessemed,Havana
Rasheed Araeen,Havana
Samira Badran,Havana
Yang Fudong,Havana
Kader Attia,Havana Biennale
Yonamine,Havana Biennale
Carlos  Amorales,Havana Biennial
Jayce Salloum,Havana Biennial
Mona Marzouk,Havana Biennial
Taysir Batniji,Havana Biennial
Adele Ne Jame,Hawaii
Melissa Chimera,Hawaii
Adele Ne Jame,Hawaii Pacific University
Carsten Höller,Hayward
Lara Favaretto,Hayward
Nevin Aladag,Hayward
Pascale Marthine Tayou,Hayward
Rasheed Araeen,Hayward
Shimabuku,Hayward
Suzanne Cotter,Hayward
Amino Belyamani,Heath
Yang Shaobin,Hebei
Yang Shaobin,Hebei Institute of Light Industry
Khaled Jarrar,Hebron
Wafa Hourani,Hebron
Adel Abdessemed,Heidelberg
Derek Ogbourne,Heidelberg
Gulnara Kasmalieva,Heidelberg
Muratbek Djumaliev,Heidelberg
Susan Hefuna,Heidelberg
Simryn Gill,Heide Museum
Zhang Hui,Heilongjiang
Meriç Algün Ringborg,Helena Holmberg
Adel Abidin,Helsinki
Erkka Nissinen,Helsinki
Idris Khan,Helsinki
Mohamed Bourouissa,Helsinki
Otobong Nkanga,Helsinki
"SUPERFLEX ",Helsinki
Elena Kovylina,Helsinki Academy of Art Gallery
Hasan and Husain Essop,Helsinki Art Museum
"Basim Magdy ",Helwan University
Ibrahim Abumsmar,Helwan University
Magdi Mostafa,Helwan University
Moayad Hakim,Helwan University
Mohamed Abdelkarim,Helwan University
Haleh Redjaian,Henry Kleine
Almagul Menlibayeva,Herbert F. Johnson
Pouran-Jinchi,Herbert F. Johnson
Yusef A. Lateef,Herbie Fields
Huda Totonji,Her George Mason University
N.S. Harsha,Hermes
Minouk Lim,Hermés Korea Foundation
Jesper Just,Herning Museum of Contemporary Art
Iman Raad,Hesign Publishing & Design
Rania Moudaress,Higher Institute of Drama
Samer Omran,Higher Institute of Dramatic Arts
Noma Omran,Higher Institute of Music
Eva Meyer-Keller,High School
Amar Kanwar,Highway
CAMP,Highway
N.S. Harsha,Highway
Ravi Agarwal,Highway
Safeya Binzagr,Hijaz
Karin Sander,Hirshhorn Museum
Shahzia Sikander,Hirshhorn Museum
Valeska Soares,Hirshhorn Museum
Alan Bishop,His Abduction Records
Tiffany Chung,Ho Chi Minh City
Kassab Bachi,Hochschule der Künste
Thomas Werner,Hochschule der Künste
YOVO! YOVO!,Hochschule für bildende Künste
Noma Omran,Holland
Tarek Atoui,Holland
Ninar Esber,Hollywood
Ashkan Sepahvand,Holy City
"Basir Mahmood ",Hong-Gah Museum
Bae Young-whan,Hongik University
"Angelica Mesiti ",Hong Kong
Erkka Nissinen,Hong Kong
Hiroyuki Masuyama,Hong Kong
João Vasco Paiva,Hong Kong
Lee Kit,Hong Kong
Leila Pazooki,Hong Kong
Panos Tsagaris,Hong Kong
Raqs Media Collective,Hong Kong
Yuk King Tan,Hong Kong
Lee Kit,Hong Kong Art Centre
Adele Ne Jame,Honolulu
Meriç Algün Ringborg,Hook
Naeem Mohaiemen,Hope
Amino Belyamani,Houman Pourmehdi
Agnes Janich,House
Akram Zaatari,House
Gilbert Hage,House
Haytham el Wardany,House
Kazuyo Sejima,House
Lamya Gargash,House
Meriç Algün Ringborg,House
Muhamad Haider,House
N.S. Harsha,House
Noha Faoud Al-Ghalib,House
Rabih Mroué,House
Raeda Saadeh,House
Reem Al Ghaith,House
Sherif El Azma,House
Steve Reinke,House
Taha Al-Sabban,House
Pouran-Jinchi,Houston
Panos Tsagaris,http://biennale4.thessalonikibiennale.gr/content/panos-tsagaris
