Source,Target
Ninar Esber,the 2000s
Ahmad Morshedloo,the 90s
"Jean-Luc Moulène ",the early 1980s
Khalid Khidr,the early 1980s
Andreas Gursky,the early 1990s
"Lúcia Koch ",the early 1990s
Shadia Alem,the early 1990s
David Douglas Duncan,the late 1940s
Saloua Raouda Choucair,the late 1940s
Saloua Raouda Choucair,the late 1950s
Lili Dujourie,the late 1960s
Nil Yalter,the late 1960s
Khalid Khidr,the late 1970s
Rasheed Araeen,the late 1980s
Hussein Al-Mohasen,the late 1990s
Yang Shaobin,the late 1990s
Artur Żmijewski,the late 90s
Marcel Odenbach,the mid-1970s
Fernando José Pereira,the mid 1990s
Bita Fayyazi,the mid-1990s
Shirin Neshat,the mid-1990s
Bill Meyers,the mid-80s
Mohamed Bourouissa,Theodore Géricault
Fouad Elkoury,this day
Melik Ohanian,this year
Farshid Maleki,Thomas Erben
Tarek Halaby,Ting-Yu
Alan Bishop,today
Hayv Kahraman,today
Maha Al-Khalawi,today
Mohamed El Mahdaoui,today
Sarah Al Abdali,today
Sheela Gowda,today
Talal Al-Zeid,today
Wael Shawky,today
Yusef A. Lateef,today
Yusef A. Lateef,Tommy Flanagan
Steve Reinke,Tom Taylor
Youssef Nabil,Tracey Emin
Shadia Alem,Tracy Enim
Simin Keramati,Translation
Bahman Kiarostami,Treasure Cave
Yusef A. Lateef,Ulrich Kurtz
Vartan Avakian,Urban Culture
Doa Aly,Ursula Biemann
Firoz Mahmud,Van Beeldende
Carsten Höller,Van Beuningen
Thomas Demand,Van Beuningen
Youssef Nabil,Van Leo
Atfal Ahdath,Vartan Avakian
Rasheed Araeen,V Habana
Jem Cohen,Vic Chesnutt
Naeem Mohaiemen,Vijay Prashad
Haleh Redjaian,Vincenz Sala
Amino Belyamani,Vinny Golia
Sheela Gowda,Vishwa Bharati
Hamra Abbas,Vitoria-Gasteiz
Luc Sante,Walker Evans
Sherin Guirguis,Wendi Norris
Doa Aly,"What, How & for Whom"
Mona Marzouk,"What, How & for Whom"
Mahdi Al Jeraibi,Will Al Jeraibi
Abbas Kiarostami,Will Carry Us
Yusef A. Lateef,William Emanuel Huddleston
Ahmed El Attar,William Shakespeare
Muhamad Haider,William Turner
Alexander Markov,Wim Wenders
Žilnik Želimir,Winter
Nika Oblak,Winter Video-
Primož Novak,Winter Video-
Yang Shaobin,X Blind
Rania Stephan,X El
Ravi Agarwal,Yamuna-Elbe
Yu-ichi Inoue,YU-ICHI Calligraphien
Yusef A. Lateef,Yusef Lateef
