Source,Target
Reem Al Ghaith,Munich
Thomas Demand,Munich
Zena el Khalil,Munich
Gulnara Kasmalieva,Muratbek Djumaliev
Heman Chong,Murcia
Lili Dujourie,Murcia
Mounira Al Solh,Murcia
Raed Yassin,Murcia
Carlos  Amorales,Museo Amparo
Rasha Salti,Myrtle Winter Chaumeny
Mona Hatoum,Nablus
Taysir Batniji,Nablus
Kazuyo Sejima,Nagano
Firoz Mahmud,Nagoya
Fumito Urabe,Nagoya
Juan Araujo,Nagoya
"Lúcia Koch ",Nagoya
Ryoji Ikeda,Nagoya
Ali Al-Ruzaiza,Najd
Ali Al-Tokhais,Najd
Maha Malluh,Najd
Ali Essafi,Namur
Rabih Mroué,Nancy Wished
Adele Ne Jame,Naomi Shihab
Sherif El Azma,Naples
Miki Kasahara,Nara
Sharif Waked,Nazareth
Hamra Abbas,NCA Gallery
Liliana Porter,NEA Regional
Jane & Louise Wilson,Netherlands
Fernando José Pereira,Newcastle
Jane & Louise Wilson,Newcastle
Youssef Nabil,Newcastle
Amar Kanwar,New Delhi
CAMP,New Delhi
Heman Chong,New Delhi
Imran Qureshi,New Delhi
Leila Pazooki,New Delhi
Raqs Media Collective,New Delhi
Ravi Agarwal,New Delhi
Sophie Ernst,New Delhi
Adele Ne Jame,New Jersey
Runa Islam,New Mexico
Josephine Meckseper,New Orleans
Pascale Marthine Tayou,New Orleans
Abbas Akhavan,New York
Adel Abdessemed,New York
Adel Abidin,New York
Adrian Paci,New York
Agnes Janich,New York
Ahmad Morshedloo,New York
Ahmed Alsoudani,New York
Ahmed Mater,New York
Ala Ebtekar,New York
Alfredo Jaar,New York
Almagul Menlibayeva,New York
Amino Belyamani,New York
Ana Torfs,New York
Andreas Gursky,New York
Ann Sappenfield,New York
"Apichatpong Weerasethakul ",New York
Aras Özgün,New York
Ayreen Anastas,New York
Bae Young-whan,New York
Bahar Behbahani,New York
"Basim Magdy ",New York
Basma Al Sharif,New York
Bjørn Melhus,New York
Burak Arikan,New York
CAMP,New York
Carlos  Amorales,New York
Carsten Höller,New York
Claudia Joskowicz,New York
Doa Aly,New York
Doris Bittar,New York
Doug Ashford,New York
Doug Henders,New York
Driss Ouadahi,New York
Eduardo Terrazas,New York
Edward Said,New York
Elizabeth Peyton,New York
Eugenio Dittborn,New York
Farshid Maleki,New York
Fatima Al Qadiri,New York
Firoz Mahmud,New York
Fred Eerdekens,New York
Gabriel Lester,New York
Gulnara Kasmalieva,New York
Hala Elkoussy,New York
Hamra Abbas,New York
Hans Haacke,New York
Haris Epaminonda,New York
"Haroon Mirza ",New York
Hayv Kahraman,New York
Heman Chong,New York
Idris Khan,New York
Iman Issa,New York
Imran Qureshi,New York
Jananne Al-Ani,New York
Jane & Louise Wilson,New York
Jayce Salloum,New York
"Jean-Luc Moulène ",New York
Jesper Just,New York
Jessica Mein,New York
Josephine Meckseper,New York
Juan Araujo,New York
Judith Barry,New York
Kader Attia,New York
Karin Sander,New York
Kazuyo Sejima,New York
Keith Shiri,New York
Khalil Rabah,New York
Lamia Joreige,New York
Lara Favaretto,New York
Larissa Sansour,New York
Latifa Echakhch,New York
Laurent Grasso,New York
Lawrence Weiner,New York
Lee Kit,New York
Leila Pazooki,New York
Lili Dujourie,New York
Liliana Porter,New York
Luc Sante,New York
Magdi Mostafa,New York
Maha Maamoun,New York
Marcel Odenbach,New York
Mariam Ghani,New York
Mario Rizzi,New York
Mark Lombardi,New York
Matt Saunders,New York
Melik Ohanian,New York
Mona Hatoum,New York
Mona Marzouk,New York
Monir Shahroudy Farmanfarmaian,New York
Muratbek Djumaliev,New York
Nadia Ayari,New York
Naeem Mohaiemen,New York
Nida Sinnokrot,New York
Ninar Esber,New York
Olafur Eliasson,New York
Oraib Toukan,New York
Panos Tsagaris,New York
Pouran-Jinchi,New York
Rabih Mroué,New York
Raffie Davtian,New York
Rania Attieh,New York
Rasha Salti,New York
Rashid Masharawi,New York
Rika Noguchi,New York
Runa Islam,New York
Ryoji Ikeda,New York
Samira Badran,New York
Sara Naim,New York
Seigen Ono,New York
Shahzia Sikander,New York
Sharif Waked,New York
Sheela Gowda,New York
Shilpa Gupta,New York
Shirin Neshat,New York
Shohreh Mehran,New York
Simon Fujiwara,New York
Sohrab Mohebbi,New York
Sophia Al Maria,New York
Steve Reinke,New York
"SUPERFLEX ",New York
Tarek Atoui,New York
Tarek Halaby,New York
Thomas Demand,New York
Valeska Soares,New York
Wafaa Bilal,New York
Walid Raad,New York
Yang Fudong,New York
Yazid Oulab,New York
Youssef Nabil,New York
Yto Barrada,New York
Yu-ichi Inoue,New York
Zena el Khalil,New York
Ziad Antar,New York
Ann Sappenfield,New York City
Lawrence Weiner,New York City
Lize Mogel,New York City
Lynn Love,New York City
Olafur Eliasson,New York City
Ravi Agarwal,NGO Toxics
Fayçal Baghriche,Nice
Haleh Redjaian,Nice
Niyaz-Azadikhah,Nice
Alexander Markov,Nick Teplov
Shafic Abboud,Nicolas de Staël
Haris Epaminonda,Nicosia
Meriç Algün Ringborg,Nicosia
Meriç Algün Ringborg,Nigel Prince
Otobong Nkanga,Nigeria
Zena el Khalil,Nigeria
Carsten Höller,Niigata
Primož Novak,Nika Oblak
Sean Gullette,Nikolai Kinski
Lara Baladi,Nile
Žilnik Želimir,Niš
Kazuyo Sejima,Nishizawa
David Douglas Duncan,Nobleman Faisal
Sahand Hesamiyan,Noor Exhibition
Mounira Al Solh,Nord
Lani Maestro,Normandy
"Basim Magdy ",North Adams
Carsten Höller,North Adams
Iman Raad,North Africa
Monika Börgmann,North Africa
Shafic Abboud,North Africa
Walid Raad,North Africa
Hala Elkoussy,North African
Hassan Hajjaj,North African
Yto Barrada,North African
Hamra Abbas,North America
"Jean-Luc Moulène ",North America
Lawrence Weiner,North America
Walid Raad,North America
Ahmad Morshedloo,North-East
"Haroon Mirza ",Northern Art
Taus Makhacheva,northern Caucasian
Javad Azimi,Northern Iran
Nika Oblak,Northern Ireland
Primož Novak,Northern Ireland
Fernando José Pereira,Northern Stages
Lulwah Al-Homoud,North India
Fahd Al-Khalif,north Jeddah
Karin Sander,North Rhine-
Samah Hijawi,North Uist
Derek Ogbourne,North West
Amar Kanwar,Norway
Anawana Haloba,Norway
Heman Chong,Norway
Jane & Louise Wilson,Norway
Jun Yang,Norway
Kader Attia,Norway
Liu Wei,Norway
Mohamed Ali Fadlabi,Norway
Nevin Aladag,Norway
Pablo Lobato,Norway
Rika Noguchi,Norway
Rosalind Nashashibi,Norway
"Sille Storihle ",Norway
"SUPERFLEX ",Norway
Tiffany Chung,Norway
Bjørn Melhus,Norwegian
Jun Yang,Norwegian
Alfredo Aquilizan,Norwich
Isabel Aquilizan,Norwich
CAMP,Nottingham
Jane & Louise Wilson,Nottingham
Wael Shawky,Nottingham
Yto Barrada,Nottingham
Lani Maestro,Nova Scotia
Žilnik Želimir,Novi Sad
"Jean-Luc Moulène ",Nuremberg
Mariam Ghani,NY
Pouran-Jinchi,NY
Raeda Saadeh,O.K Centre
Pablo Lobato,O Desejo
Valeska Soares,O Grivo
Carlos  Amorales,Ohio
Shilpa Gupta,Ohio
Jorge Tacla,Oklahoma City
Doa Aly,Okwui Enwezor
Mona Marzouk,Okwui Enwezor
Carsten Nicolai,Olaf Bender
David Douglas Duncan,Old Abdullah
Nida Sinnokrot,Old City
Seigen Ono,Olive Tree
Abbas Kiarostami,Olive Trees
Saloua Raouda Choucair,Omar Onsi
Mustapha Benfodil,Omar Ouartilane
Youssef Nabil,Omar Sharif
Harrell Fletcher,Oregon
Alfredo Aquilizan,Osaka
Anri Sala,Osaka
Isabel Aquilizan,Osaka
Shiro Takatani,Osaka
Almagul Menlibayeva,Oslo
Anawana Haloba,Oslo
Edward Said,Oslo
Iman Issa,Oslo
Kader Attia,Oslo
Liu Wei,Oslo
Mohamed Ali Fadlabi,Oslo
Mona Hatoum,Oslo
Nevin Aladag,Oslo
Pablo Lobato,Oslo
Rika Noguchi,Oslo
Sheela Gowda,Oslo
"Sille Storihle ",Oslo
Steve Reinke,Ottawa
Keith Shiri,Ouagadougou
Ali Essafi,Ouarzazate
Yuk King Tan,Overflow City
Gilbert Hage,Oxford
Imran Qureshi,Oxford
"Jean-Luc Moulène ",Oxford
Julia Meltzer,Oxford
Lamia Joreige,Oxford
Suzanne Cotter,Oxford
Firoz Mahmud,OZU Space
Mohammed Kazem,PA
Sherin Guirguis,PA
Melik Ohanian,Pablo Picasso
Alfredo Aquilizan,Pacific
"Basir Mahmood ",Pacific
Cevdet Erek,Pacific
"Charwei Tsai ",Pacific
Heman Chong,Pacific
Isabel Aquilizan,Pacific
Tiffany Chung,Pacific
Wafaa Bilal,Pacific
Yang Fudong,Pacific
Aisha Khalid,Pakistan
Arefeh Riahi,Pakistan
"Basir Mahmood ",Pakistan
Hamra Abbas,Pakistan
Mohamed Abdelkarim,Pakistan
Sophie Ernst,Pakistan
Muzamil Choudhury,Pakistani
Shahzia Sikander,Pakistani
Adila Laidi-Hanieh,Palestine
Ayreen Anastas,Palestine
Basma Al Sharif,Palestine
Edward Said,Palestine
Khaled Hourani,Palestine
Khaled Jarrar,Palestine
Khalil Rabah,Palestine
Nacera Belaza,Palestine
Nida Sinnokrot,Palestine
Omar Rajeh,Palestine
Raeda Saadeh,Palestine
Rashid Masharawi,Palestine
Rula Halawani,Palestine
Taysir Batniji,Palestine
Wafa Hourani,Palestine
Yazan Khalili,Palestine
Keith Shiri,Pan
Antonio Jose Guzman,Panama
Antonio Jose Guzman,Panama City
Antonio Jose Guzman,Panamanian
Shafic Abboud,Parc
Abdelkader Benchamma,Paris
Abdullah Hammas,Paris
Adila Laidi-Hanieh,Paris
Agnes Janich,Paris
Ahmed El Attar,Paris
Ahmed Mater,Paris
Akram Zaatari,Paris
Alexandar Ugay,Paris
"Angelica Mesiti ",Paris
Anri Sala,Paris
"Apichatpong Weerasethakul ",Paris
Ayman Baalbaki,Paris
Ayreen Anastas,Paris
"Basim Magdy ",Paris
"Basir Mahmood ",Paris
Basma Al Sharif,Paris
Bjørn Melhus,Paris
Burak Arikan,Paris
Carsten Höller,Paris
"Charwei Tsai ",Paris
Djamel Kokene,Paris
Driss Ouadahi,Paris
Eduardo Terrazas,Paris
Edward Said,Paris
Elena Kovylina,Paris
Faisal Samra,Paris
Farhad Moshiri,Paris
Fateh Moudarres,Paris
Fayçal Baghriche,Paris
Fouad Elkoury,Paris
Fred Eerdekens,Paris
Hans Haacke,Paris
Haris Epaminonda,Paris
Hassan Massoudy,Paris
Heman Chong,Paris
Ismaïl Bahri,Paris
Jananne Al-Ani,Paris
Jawad Al Malhi,Paris
Jayce Salloum,Paris
"Jean-Luc Moulène ",Paris
"Joana Hadjithomas ",Paris
Jumana Emil Abboud,Paris
Jun Yang,Paris
Kader Attia,Paris
Kassab Bachi,Paris
Khalil Joreige,Paris
Lara Baladi,Paris
Larissa Sansour,Paris
Latifa Echakhch,Paris
Laurent Grasso,Paris
Liu Wei,Paris
Melik Ohanian,Paris
Mohamed Bourouissa,Paris
Mohamed El Mahdaoui,Paris
Mona Hatoum,Paris
Mouna Karray,Paris
mounir fatmi,Paris
Nacera Belaza,Paris
Neda Razavipour,Paris
Nida Sinnokrot,Paris
Nikolaj Bendix,Paris
Nil Yalter,Paris
Ninar Esber,Paris
Niyaz-Azadikhah,Paris
Omar Berrada,Paris
Otobong Nkanga,Paris
Panos Tsagaris,Paris
Pascal Hachem,Paris
Rabih Mroué,Paris
Rania Moudaress,Paris
Rasheed Araeen,Paris
Reem Al Ghaith,Paris
Rokni Haerizadeh,Paris
Romeo Castellucci,Paris
Rosalind Nashashibi,Paris
Rula Halawani,Paris
Ryoji Ikeda,Paris
Saloua Raouda Choucair,Paris
Saâdane Afif,Paris
Setareh Shahbazi,Paris
Shadia Alem,Paris
Shadia and Raja Alem,Paris
Shafic Abboud,Paris
Shalima Sharbatli,Paris
Sharif Waked,Paris
Sheela Gowda,Paris
Shimabuku,Paris
Shohreh Mehran,Paris
Sirine Fattouh,Paris
Steve Reinke,Paris
Susan Hefuna,Paris
Tanbak,Paris
Tarek Atoui,Paris
Taysir Batniji,Paris
Walid Raad,Paris
Yazid Oulab,Paris
Youssef Abdelkė,Paris
Youssef Nabil,Paris
YOVO! YOVO!,Paris
Yto Barrada,Paris
Ziad Antar,Paris
Ziad Dalloul,Paris
Zineb Sedira,Paris
Érik Bullot,Paris
Pascale Marthine Tayou,Pascal Marthin
Balufu Bakupa Kanyinda,Patrice Lumumba
Jem Cohen,Patti Smith
Yusef A. Lateef,Paul Chambers
Marwan Rechmaoui,Paul Klee
Yang Shaobin,Paulo
Andrei Ujică,Paul Virilio
Daniel Garcia,Pearl Award
Rania Attieh,Pearl Award
Doris Bittar,Pearl Divers
Melissa Chimera,Peggy Chun
Carlos  Amorales,Pennsylvania
Yang Fudong,Pennsylvania
José Luis Martinat,Peru
Luz Maria Bedoya,Peru
Nikolaj Bendix,Peru
Rasheed Araeen,Peru
Mona Hatoum,Peters
Alexander Markov,Petersburg
Maha Maamoun,Philadelphia
Marcel Odenbach,Philadelphia
Mohammed Kazem,Philadelphia
Sherin Guirguis,Philadelphia
Heman Chong,PHILIP
Alfredo Aquilizan,Philippine
Isabel Aquilizan,Philippine
Hayv Kahraman,Phoenix
Rasheed Araeen,Phoenix
Shafic Abboud,Pierre Bonnard
Andreas Gursky,Pittsburgh
Kassab Bachi,Pittsburgh
Rika Noguchi,Pittsburgh
Trisha Donnelly,Pittsburgh
Yang Fudong,Pittsburgh
Érik Bullot,Poitiers
Agnes Janich,Poland
Khaled Sabsabi,Poland
Marcel Odenbach,Poland
Nevin Aladag,Poland
Ninar Esber,Poland
Ravi Agarwal,Poland
Samer Omran,Poland
Valia Fetisov,Poland
Walid Siti,Poland
Artur Żmijewski,Polish
Samer Omran,Polish
Dirk Fleischmann,Pool
Setareh Shahbazi,Pool
Doa Aly,Port City
Simryn Gill,Port Dickson
Harrell Fletcher,Portland
Fernando José Pereira,Porto
Juan Araujo,Porto Alegre
"Lúcia Koch ",Porto Alegre
Meriç Algün Ringborg,Porto Alegre
Ana Vidigal,Portugal
Anawana Haloba,Portugal
Fernando José Pereira,Portugal
"Jean-Luc Moulène ",Portugal
José Luis Martinat,Portugal
João Vasco Paiva,Portugal
Judith Barry,Portugal
Nika Oblak,Portugal
Primož Novak,Portugal
Rasheed Araeen,Portugal
Yonamine,Portugal
Alexander Markov,Potsdam
Liu Wei,Power Station
Simryn Gill,Power Station
Eduard Puterbrot,Prague
Elena Kovylina,Prague
Mariam Ghani,Prague
Susan Hefuna,Prague
Zbyněk Baladrán,Prague
Doa Aly,Predrag Pajdic
Emily Jacir,Prince Claus Award
Saâdane Afif,Prince Pierre
Abdelfattah Kilito,Princeton
"Charwei Tsai ",Providence
Lamia Joreige,Providence
Shahzia Sikander,Providence
Carlos  Amorales,Puebla
Valeska Soares,Puerto Rico
Abdelkader Benchamma,Qatar
Adel Abidin,Qatar
Ahmed Alsoudani,Qatar
Golnaz Fathi,Qatar
Lamia Joreige,Qatar
Manal Al Dowayan,Qatar
Noha Faoud Al-Ghalib,Qatar
Sophia Al Maria,Qatar
Wafaa Bilal,Qatar
Zineb Sedira,Qatar
Dan Brault,Quebec
David Spriggs,Quebec
Marilou Lemmens,Quebec City
Richard Ibghy,Quebec City
Abdelfattah Kilito,Querelle des
Fayçal Baghriche,Quimper
Abdelfattah Kilito,Rabat
Abdullah Hammas,Rabat
Ninar Esber,Rabat
Reza Aramesh,Rabat
Atfal Ahdath,Raed Yassin
Romeo Castellucci,Raffaello Sanzio
Hesam Rahmanian,Ramin Haerizadeh
Daniel Garcia,Rania Attieh
Lulwah Al-Homoud,Rashid Butt
"SUPERFLEX ",Rasmus Nielsen
Anawana Haloba,Rauma
Elizabeth Peyton,Reading
Yuko Hasegawa,Rebecca Horn
Antonio Jose Guzman,Recife
Murtaza Vali,Reena Saini
Tarek Atoui,Reims
Ayreen Anastas,René Gabri
Djamel Kokene,Rennes
Romeo Castellucci,Rennes
Ninar Esber,Reykjavik
Marilou Lemmens,Richard Ibghy
Sulayman Al Bassam,Richard III
Melik Ohanian,Rich Mix
Ala Ebtekar,Richmond
Melissa Chimera,Richmond
Julia Meltzer,Rio de Janeiro
"Lúcia Koch ",Rio de Janeiro
Mohamed Bourouissa,Rio de Janeiro
Sara Ramo,Rio de Janeiro
Solange Farkas,Rio de Janeiro
Valeska Soares,Rio de Janeiro
"Lúcia Koch ",Rio Grande
Ayreen Anastas,Rise
Abdulhalim Radwi,Riyadh Hewar
Ana Torfs,Roberto Rossellini
Ali Al-Tokhais,Rock
Shafic Abboud,Roger Bissière
Abdulhalim Radwi,Rome
Agnes Janich,Rome
Ali Al-Ruzaiza,Rome
Bahman Mohassess,Rome
Carlos  Amorales,Rome
Dia Aziz Dia,Rome
Fateh Moudarres,Rome
Giuseppe Moscatello,Rome
Iman Issa,Rome
Kamran Shirdel,Rome
Laurent Grasso,Rome
Meriç Algün Ringborg,Rome
mounir fatmi,Rome
Pascal Hachem,Rome
Romeo Castellucci,Rome
Rula Halawani,Rome
Youssef Nabil,Rome
Ayman Baalbaki,Rosa Issa
Dirk Fleischmann,Rosario
Susan Hefuna,Rose Issa
Heman Chong,Rosemary Heather
Nikolaj Bendix,Roskilde
Almagul Menlibayeva,Rotterdam
Ayşe Erkmen,Rotterdam
Carsten Höller,Rotterdam
Chai Siri,Rotterdam
Edward Said,Rotterdam
Gabriel Lester,Rotterdam
Jayce Salloum,Rotterdam
Meriç Algün Ringborg,Rotterdam
Minouk Lim,Rotterdam
Olafur Eliasson,Rotterdam
Sharif Waked,Rotterdam
Sherif El Azma,Rotterdam
Taysir Batniji,Rotterdam
Thomas Demand,Rotterdam
Yto Barrada,Rotterdam
Dirk Fleischmann,Row
Yusef A. Lateef,Roy Eldridge
"Basir Mahmood ",Russia
Eduard Puterbrot,Russia
Elena Kovylina,Russia
Gulnara Kasmalieva,Russia
Mario Rizzi,Russia
Meriç Algün Ringborg,Russia
Muratbek Djumaliev,Russia
Pascale Marthine Tayou,Russia
Shadi Ghadirian,Russia
Taus Makhacheva,Russia
Tintin Wulia,Russia
Walid Siti,Russia
Yusef A. Lateef,Russia
Alexander Markov,Russian
Eduard Puterbrot,Russian
Gulnara Kasmalieva,Russian
Muratbek Djumaliev,Russian
Taus Makhacheva,Russian
Alfredo Jaar,Rwanda
Sara Naim,Ryan McGinley
Carsten Nicolai,Ryoji Ikeda
Yuko Hasegawa,Ryoji Ikeda
Kazuyo Sejima,Ryue Nishizawa
Seigen Ono,Ryuichi
Seigen Ono,Ryuichi Sakamato
Abdelfattah Kilito,S. Hassan
Hrair Sarkissian,Saadiyat Island
Amnah Alireza,Safeya Binzagr
Ziad Antar,Saida
Kader Attia,Saint-Denis
Taysir Batniji,Saint-Denis
Lani Maestro,Saint Nicolas
Mario Rizzi,Saint Petersburg
Rika Noguchi,Saitama
Solange Farkas,Salvador
Ahmad Angawi,Sami Angawi
Fred Eerdekens,Samuel Vanhoegaerden
Maider López,San
Moataz Nasr,San
Salwa Aleryani,Sana
Shahzia Sikander,San Antonio
Almagul Menlibayeva,San Diego
Doris Bittar,San Diego
Jayce Salloum,San Diego
Nikolaj Bendix,San Diego
Rayyane Tabet,San Diego
Standish Lawder,San Diego
Yazan Khalili,Sandi Hilal
Adel Abdessemed,San Francisco
Ala Ebtekar,San Francisco
Ayman Ramadan,San Francisco
Bae Young-whan,San Francisco
CAMP,San Francisco
Driss Ouadahi,San Francisco
Jane & Louise Wilson,San Francisco
Karin Sander,San Francisco
Leila Pazooki,San Francisco
Matt Saunders,San Francisco
Meriç Algün Ringborg,San Francisco
Pouran-Jinchi,San Francisco
Sherin Guirguis,San Francisco
Valeska Soares,San Juan
Ala Ebtekar,Santa Barbara
Sherin Guirguis,Santa Barbara
Tiffany Chung,Santa Barbara
Runa Islam,Santa Fe
Meriç Algün Ringborg,Santander
Valeska Soares,Santa Ursula
Alfredo Jaar,Santiago
Enrique Ramirez,Santiago
Eugenio Dittborn,Santiago
Luz Maria Bedoya,Santiago
Jane & Louise Wilson,Santiago de Compostela
Juan Araujo,Santiago de Compostela
Abdullah Al Saadi,Sao
Akram Zaatari,Sao
Jessica Mein,Sao
Fateh Moudarres,Sao Paulo
Khalil Rabah,Sao Paulo
N.S. Harsha,Sao Paulo
Yonamine,Sao Paulo
Yuko Hasegawa,Sao Paulo
Zineb Sedira,Sao Paulo
Alfredo Jaar,São Paulo
Ana Vidigal,São Paulo
"Angelica Mesiti ",São Paulo
Carsten Höller,São Paulo
Gilbert Hage,São Paulo
Işıl Eğrikavuk,São Paulo
Jessica Mein,São Paulo
Juan Araujo,São Paulo
Luz Maria Bedoya,São Paulo
"Lúcia Koch ",São Paulo
Marcel Odenbach,São Paulo
Marwan Rechmaoui,São Paulo
Monir Shahroudy Farmanfarmaian,São Paulo
Pablo Lobato,São Paulo
Sara Ramo,São Paulo
Shimabuku,São Paulo
Simon Fujiwara,São Paulo
Solange Farkas,São Paulo
Thomas Demand,São Paulo
Valeska Soares,São Paulo
Wang Jianwei,São Paulo
Yu-ichi Inoue,São Paulo
Abdulrahman Soliman,Saoudiens
Manal Al Dowayan,Sarajevo
Nika Oblak,Sarajevo
Primož Novak,Sarajevo
Doa Aly,Sarat Maharaj
Meriç Algün Ringborg,Saskia Neuman
Abdulhalim Radwi,Saudi
Abdullah Al-Ogaili,Saudi
Ahmed Felemban,Saudi
Ahmed Mater,Saudi
Ayman Yossri Daydban,Saudi
Baseem Al Sharqi,Saudi
David Douglas Duncan,Saudi
EFFAT ABDULLAH FADAG,Saudi
Eyad Maghazil,Saudi
Fahda bint Saud,Saudi
Hanan Abdullah Bahamdan,Saudi
Kameel Hawa,Saudi
Khalid Khidr,Saudi
Lulwah Al-Homoud,Saudi
Maha Al-Khalawi,Saudi
Maha Malluh,Saudi
Manal Al Dowayan,Saudi
Manal Dowayan,Saudi
Mohammed Kamel,Saudi
Muhamad Haider,Saudi
Nasser Al Maimoon,Saudi
Noha Al-Sharif,Saudi
Noura Bouzo,Saudi
Ola Hejazi,Saudi
Saeed Salem,Saudi
Safeya Binzagr,Saudi
Saleh Alzayer,Saudi
Samiah Khashoggi,Saudi
Sarah Al Abdali,Saudi
Saud Al-Duribi,Saudi
Shalima Sharbatli,Saudi
Shaweesh,Saudi
Soraya Darwish,Saudi
Tagreed Al-Bagshi,Saudi
Talal Al-Zeid,Saudi
Waleed Alzuhair,Saudi
Zahra Bu Ali,Saudi
Zaina Zahid,Saudi
Abdulhalim Radwi,Saudi Arabia
Abdullah Al-Mazrook,Saudi Arabia
Abdullah Al-Othman,Saudi Arabia
Abdulnasser Al-Amri,Saudi Arabia
Ahaad Alamoudi,Saudi Arabia
Ahmed Mater,Saudi Arabia
David Douglas Duncan,Saudi Arabia
Eiman Elgibreen,Saudi Arabia
Fahd Al-Hijilan,Saudi Arabia
Fahda bint Saud,Saudi Arabia
Faisal Samra,Saudi Arabia
Hend Al-Mansour,Saudi Arabia
Huda Beydoun,Saudi Arabia
Hussein Al-Mohasen,Saudi Arabia
Ibrahim Abumsmar,Saudi Arabia
Khaled Al-Faisal,Saudi Arabia
Khalid Khidr,Saudi Arabia
Maha Al-Khalawi,Saudi Arabia
Maha Malluh,Saudi Arabia
Mahdi Al Jeraibi,Saudi Arabia
Manal Al Dowayan,Saudi Arabia
Manal Dowayan,Saudi Arabia
Mohammed Makki,Saudi Arabia
Musaed Alhulis,Saudi Arabia
Noha Faoud Al-Ghalib,Saudi Arabia
Nora Almazrooa,Saudi Arabia
Nouf Alhimiary,Saudi Arabia
Noura Bouzo,Saudi Arabia
Ola Hejazi,Saudi Arabia
Raeda Ashour,Saudi Arabia
Saddek Wasil,Saudi Arabia
Safeya Binzagr,Saudi Arabia
Shadia Alem,Saudi Arabia
Shadia and Raja Alem,Saudi Arabia
Shalima Sharbatli,Saudi Arabia
Taha Al-Sabban,Saudi Arabia
Waleed Alzuhair,Saudi Arabia
Abdullah Al-Shaikh,Saudi Arabian
Essam Jameel,Saudi Arabian
Faisal Samra,Saudi Arabian
Hala Ali,Saudi Arabian
Reem Al-Faisal,Saudi Arabian
Tahani Al-Briki,Saudi Arabian
Wafa Al-Mihdar,Saudi Arabian
Waleed Alzuhair,Saudi Arabian
Érik Bullot,Sayat Nova
Saddek Wasil,Sciences
Nikolaj Bendix,Scotland
Samah Hijawi,Scotland
Taha Al-Sabban,Scotland
Meriç Algün Ringborg,Sculpture Park
Kader Attia,Seattle
Maider López,Sebastian
Fatima Al Qadiri,Senegal
Maha Maamoun,Senegal
Taysir Batniji,Senegal
"Angelica Mesiti ",Seoul
Bae Young-whan,Seoul
CAMP,Seoul
Dirk Fleischmann,Seoul
Fateh Moudarres,Seoul
Hiroyuki Masuyama,Seoul
Jun Yang,Seoul
Lee Kit,Seoul
Manal Al Dowayan,Seoul
Minouk Lim,Seoul
Derek Ogbourne,Serbia
Nika Oblak,Serbia
Primož Novak,Serbia
Andrei Ujică,Sergei Krikalyov
Solange Farkas,Sergio Motta
mounir fatmi,Sevilla
Josephine Meckseper,Seville
"SUPERFLEX ",Seville
Susan Hefuna,Seville
Mouna Karray,Sfax
CAMP,Shaina Anand
Abdulaziz Ashour,Shanghai
Fred Eerdekens,Shanghai
Gabriel Lester,Shanghai
Hu Xiangqian,Shanghai
Leila Pazooki,Shanghai
Liu Wei,Shanghai
Maider López,Shanghai
Rasheed Araeen,Shanghai
Reza Aramesh,Shanghai
Saâdane Afif,Shanghai
Wang Jianwei,Shanghai
Yang Fudong,Shanghai
Abdullah Al Saadi,Sharjah
Ahmed Foula,Sharjah
Ahmed Mater,Sharjah
Ala Ebtekar,Sharjah
Doris Bittar,Sharjah
Fernando José Pereira,Sharjah
Firoz Mahmud,Sharjah
Fouad Elkoury,Sharjah
Giuseppe Moscatello,Sharjah
Hassan Sharif,Sharjah
Maider López,Sharjah
Manal Al Dowayan,Sharjah
Mariam Ghani,Sharjah
Mohamed Abdelkarim,Sharjah
Mohammed Kazem,Sharjah
Mona Hatoum,Sharjah
Mounir Al-Shaarani,Sharjah
mounir fatmi,Sharjah
Murtaza Vali,Sharjah
Nacera Belaza,Sharjah
Nasir Nasrallah,Sharjah
Nika Oblak,Sharjah
Nikolaj Bendix,Sharjah
Primož Novak,Sharjah
Shadi Ghadirian,Sharjah
Susan Hefuna,Sharjah
Tarek Halaby,Sharjah
Taus Makhacheva,Sharjah
Wissam Shawkat,Sharjah
Ziad Antar,Sharjah
Ayman Ramadan,Sharqiya
Farhad Ahrarnia,Sheffield
Haris Epaminonda,Sheffield
"Haroon Mirza ",Sheffield
Shiro Takatani,Shiga
Farhad Ahrarnia,Shiraz
Farhad Moshiri,Shiraz
Seigen Ono,Shiro Takatani
Lee Kit,Shop
Wang Jianwei,Sichuan
Rania Stephan,Simone Bitton
Jessica Mein,Simon Preston Gallery
"SUPERFLEX ",Simon Starling
Agnes Janich,Singapore
"Charwei Tsai ",Singapore
Dirk Fleischmann,Singapore
Ebtisam Abdulaziz,Singapore
Golnaz Fathi,Singapore
Heman Chong,Singapore
Simryn Gill,Singapore
Tintin Wulia,Singapore
Younès Rahmoun,Singapore
Shilpa Gupta,Sir J. J. School
Nikolaj Bendix,Skyum Larsen
Ola Hejazi,Slade
Jessica Mein,Sliced Sky
Khaled Jarrar,Slovakia
Mohamed Abdelkarim,Slovakia
Angela Harutyunyan,Slovenia
Nika Oblak,Slovenia
Primož Novak,Slovenia
Waheeda Malullah,Slovenia
Walid Siti,Slovenia
Elias Zayat,Sofia
Solange Farkas,Solange Oliveira
"SUPERFLEX ",Sol LeWitt
Agnes Janich,Solothurn
Solange Farkas,Sophie Calle
Eungie Joo,Sora Kim
Yonamine,SOSO arte
