source,edgetype,target 
Lani Maestro,Date,2000
Lani Maestro,Location,Brisbane
Lani Maestro,Location,Australia
Lani Maestro,Date,1999
Lani Maestro,Organization,Istanbul International
Lani Maestro,Organization,Biennial
Lani Maestro,Date,1997
Lani Maestro,Organization,Harbour Magazine
Lani Maestro,Date,1990 -94
Lani Maestro,Person,Gallery
Lani Maestro,Organization,Concordia University
Lani Maestro,Location,Montreal
Lani Maestro,Organization,Nova Scotia College of Art
Lani Maestro,Location,Halifax
Lani Maestro,Person,Lani Maestro
Lani Maestro,Organization,University of the 
Lani Maestro,Date,1977
Lani Maestro,Organization,Nova Scotia College of Art
Lani Maestro,Location,Canada
Lani Maestro,Date,1988
Lani Maestro,Origin,
Lani Maestro,Date,1957
Lani Maestro,Location,Canada
Lani Maestro,Location,France
Lani Maestro,Date,October 2010
Lantian Xie,Person,Lantian Xie
Lantian Xie,Address,http://edgeofarabia.com/artists/lantian-xie
Lantian Xie,Person,Lantian Xie
Lantian Xie,Location,China
Lantian Xie,Location,Bahrain
Lantian Xie,Location,United Arab Emirates
Lantian Xie,Organization,MFA
Lantian Xie,Organization,School of the Art Institute of Chicago
Lantian Xie,Location,United Arab Emirates
Lantian Xie,Person,Xie
Lara Baladi,Person,Lara Baladi
Lara Baladi,Address,http://edgeofarabia.com/artists/lara-baladi
Lara Baladi,Origin,Egyptian
Lara Baladi,Origin,Lebanese
Lara Baladi,Person,Lara Baladi
Lara Baladi,Location,Beirut
Lara Baladi,Location,Paris
Lara Baladi,Location,London
Lara Baladi,Location,Cairo
Lara Baladi,Date,1997
Lara Baladi,Organization,Arab Image Foundation
Lara Baladi,Date,2011
Lara Baladi,Origin,Egyptian
Lara Baladi,Person,Baladi
Lara Baladi,Location,Nile
Lara Baladi,Organization,Cairo Biennial
Lara Baladi,Date,2008/09
Lara Baladi,Person,Lara Baladi
Lara Baladi,Organization,Townhouse Gallery
Lara Baladi,Organization,Brancolini & Grimaldi Gallery
Lara Baladi,Organization,Gallery Isabelle van den Eynde
Lara Baladi,Location,Dubai
Lara Favaretto,Person,Lara Favaretto
Lara Favaretto,Address,http://www.sharjahart.org/people/people-by-alphabet/f/favaretto-lara
Lara Favaretto,Origin,Italian
Lara Favaretto,Person,Lara Favaretto
Lara Favaretto,Person,Favaretto
Lara Favaretto,Organization,Sharjah Biennial
Lara Favaretto,Person,Bobby
Lara Favaretto,Person,Laura
Lara Favaretto,Person,Harold
Lara Favaretto,Person,Maude
Lara Favaretto,Person,Kelly
Lara Favaretto,Person,Griff
Lara Favaretto,Person,Maria
Lara Favaretto,Person,Felix
Lara Favaretto,Person,Shirley
Lara Favaretto,Person,Cyril
Lara Favaretto,Person,Stephanie
Lara Favaretto,Person,Sabrina
Lara Favaretto,Date,2009
Lara Favaretto,Date,2006
Lara Favaretto,Person,Favaretto
Lara Favaretto,Location,Glasgow
Lara Favaretto,Date,2009
Lara Favaretto,Location,London
Lara Favaretto,Date,2007
Lara Favaretto,Person,di Rivoli
Lara Favaretto,Location,Turin
Lara Favaretto,Location,Italy
Lara Favaretto,Date,2005
Lara Favaretto,Organization,Venice Biennale
Lara Favaretto,Date,2009
Lara Favaretto,Organization,Sharjah Biennial
Lara Favaretto,Date,2009
Lara Favaretto,Location,Turin
Lara Favaretto,Date,2008
Lara Favaretto,Organization,Sydney Biennial
Lara Favaretto,Date,2008
Lara Favaretto,Date,2008
Lara Favaretto,Organization,Isabella Stewart Gardner Museum
Lara Favaretto,Location,Boston
Lara Favaretto,Location,Hayward
Lara Favaretto,Location,London
Lara Favaretto,Organization,Proa Foundation
Lara Favaretto,Location,Buenos Aires
Lara Favaretto,Person,Prize
Lara Favaretto,Origin,Italian
Lara Favaretto,Date,2001
Lara Favaretto,Location,New York
Lara Favaretto,Date,2002-03
Lara Favaretto,Person,di Rivoli
Lara Favaretto,Date,2004
Lara Favaretto,Date,2005
Lara Favaretto,Organization,Venice Biennale
Lara Favaretto,Origin,Italian
Lara Favaretto,Person,Art Prize
Lara Favaretto,Organization,Kingston University
Lara Favaretto,Location,London
Lara Favaretto,Date,1997
Lara Favaretto,Person,di Belle
Lara Favaretto,Person,di Brera
Lara Favaretto,Location,Milan
Lara Favaretto,Location,Italy
Lara Favaretto,Date,1999
Lara Favaretto,Person,Visual Art
Lara Favaretto,Date,1998
Lara Favaretto,Person,Hamilton Fulton Visiting
Lara Favaretto,Person,Antonio Ratti
Lara Favaretto,Location,Italy
Lara Favaretto,Location,Treviso
Lara Favaretto,Location,Italy
Lara Favaretto,Date,1973
Lara Favaretto,Person,Lara Favaretto
Lara Favaretto,Location,Turin
Lara Favaretto,Date,October 2010
Larissa Sansour,Person,Larissa Sansour
Larissa Sansour,Address,http://edgeofarabia.com/artists/larissa-sansour
Larissa Sansour,Date,1973
Larissa Sansour,Location,Jerusalem
Larissa Sansour,Origin,Russian
Larissa Sansour,Location,Copenhagen
Larissa Sansour,Location,Palestine
Larissa Sansour,Location,Middle East
Latifa  Echakhch,Person,Latifa  Echakhch
Latifa  Echakhch,Address,http://www.sharjahart.org/people/people-by-alphabet/e/echakhch-latifa
Latifa  Echakhch,Date,1974
Latifa  Echakhch,Location,Morocco
Latifa  Echakhch,Location,Paris
Latifa  Echakhch,Location,France
Latifa  Echakhch,Location,Switzerland
Latifa  Echakhch,Date,2002
Latifa  Echakhch,Person,des Beaux
Latifa  Echakhch,Location,Lyon
Latifa  Echakhch,Location,France
Latifa  Echakhch,Date,1999
Latifa  Echakhch,Location,Cergy
Latifa  Echakhch,Location,Paris
Latifa  Echakhch,Location,France
Latifa  Echakhch,Date,1997
Latifa  Echakhch,Location,Grenoble
Latifa  Echakhch,Location,France
Latifa  Echakhch,Person,Latifa Echakhch
Latifa  Echakhch,Person,Echakhch
Latifa  Echakhch,Person,Art Contemporain
Latifa  Echakhch,Location,Lyon
Latifa  Echakhch,Date,2013
Latifa  Echakhch,Organization,Hammer Museum
Latifa  Echakhch,Location,Los Angeles
Latifa  Echakhch,Location,California
Latifa  Echakhch,Location,USA
Latifa  Echakhch,Date,2013
Latifa  Echakhch,Location,Frankfurt
Latifa  Echakhch,Location,Germany
Latifa  Echakhch,Date,2012
Latifa  Echakhch,Location,Zurich
Latifa  Echakhch,Location,Switzerland
Latifa  Echakhch,Date,2012
Latifa  Echakhch,Person,Art Contemporani
Latifa  Echakhch,Location,Barcelona
Latifa  Echakhch,Location,Spain
Latifa  Echakhch,Date,2010
Latifa  Echakhch,Location,Bergamo
Latifa  Echakhch,Location,Italy
Latifa  Echakhch,Date,2010
Latifa  Echakhch,Location,Germany
Latifa  Echakhch,Date,2009
Latifa  Echakhch,Organization,
Latifa  Echakhch,Location,New York
Latifa  Echakhch,Location,New York
Latifa  Echakhch,Location,USA
Latifa  Echakhch,Date,2009
Latifa  Echakhch,Organization,Tate Modern
Latifa  Echakhch,Location,London
Latifa  Echakhch,Location,UK
Latifa  Echakhch,Date,2008
Latifa  Echakhch,Location,Grenoble
Latifa  Echakhch,Date,2007
Laurent Grasso,Person,Laurent Grasso
Laurent Grasso,Address,http://www.sharjahart.org/people/people-by-alphabet/g/grasso-laurent
Laurent Grasso,Person,Laurent Grasso
Laurent Grasso,Person,Grasso
Laurent Grasso,Date,2009
Laurent Grasso,Organization,Sharjah Biennial
Laurent Grasso,Person,Grasso
Laurent Grasso,Date,2009
Laurent Grasso,Person,al
Laurent Grasso,Person,al
Laurent Grasso,Date,2009
Laurent Grasso,Date,2008
Laurent Grasso,Organization,Hunter College
Laurent Grasso,Person,Art Galleries
Laurent Grasso,Location,New York
Laurent Grasso,Person,Grasso
Laurent Grasso,Organization,Palais de Tokyo
Laurent Grasso,Location,Paris
Laurent Grasso,Date,2010/2009
Laurent Grasso,Location,Germany
Laurent Grasso,Date,2009
Laurent Grasso,Organization,Sharjah Biennial
Laurent Grasso,Date,2009
Laurent Grasso,Organization,Prefix Institute of Contemporary Art
Laurent Grasso,Location,Toronto
Laurent Grasso,Date,2008
Laurent Grasso,Person,Akbank Sanat
Laurent Grasso,Location,Istanbul
Laurent Grasso,Date,2008
Laurent Grasso,Location,New York
Laurent Grasso,Date,2007
Laurent Grasso,Location,Europe
Laurent Grasso,Location,Asia
Laurent Grasso,Date,2008
Laurent Grasso,Person,Marcel Duchamp
Laurent Grasso,Person,Grasso
Laurent Grasso,Organization,Georges Pompidou Centre
Laurent Grasso,Date,2009
Laurent Grasso,Person,Laurent Grasso
Laurent Grasso,Date,1972
Laurent Grasso,Location,Mulhouse
Laurent Grasso,Location,France
Laurent Grasso,Location,New York
Laurent Grasso,Location,Paris
Laurent Grasso,Location,Paris
Laurent Grasso,Organization,Cooper Union School
Laurent Grasso,Location,New York
Laurent Grasso,Location,Central Saint
Laurent Grasso,Person,Martin
Laurent Grasso,Organization,Art and Design
Laurent Grasso,Location,London
Laurent Grasso,Location,Rome
Laurent Grasso,Location,New York
Laurent Grasso,Person,Laurent Grasso
Laurent Grasso,Date,2009
Laurent Grasso,Date,October 2010
Lawrence Abu Hamdan,Person,Lawrence Abu Hamdan
Lawrence Abu Hamdan,Address,http://galerinon.com/lawrence-abu-hamdan
Lawrence Abu Hamdan,Location,London
Lawrence Abu Hamdan,Person,Lawrence Abu Hamdan
Lawrence Abu Hamdan,Person,Russel Finch
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Location,UK
Lawrence Abu Hamdan,Person,Lawrence Abu Hamdan
Lawrence Abu Hamdan,Date,2014
Lawrence Abu Hamdan,Person,
Lawrence Abu Hamdan,Person,Van Abbemuseum
Lawrence Abu Hamdan,Location,Eindhoven
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Person,
Lawrence Abu Hamdan,Location,Beirut
Lawrence Abu Hamdan,Location,Cairo
Lawrence Abu Hamdan,Location,Cairo
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Organization,Model Court
Lawrence Abu Hamdan,Location,London
Lawrence Abu Hamdan,Location,UK
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Date,April 2013
Lawrence Abu Hamdan,Organization,Arnolfini
Lawrence Abu Hamdan,Location,Bristol
Lawrence Abu Hamdan,Location,UK
Lawrence Abu Hamdan,Date,2012
Lawrence Abu Hamdan,Location,Utrecht
Lawrence Abu Hamdan,Date,2012
Lawrence Abu Hamdan,Location,London
Lawrence Abu Hamdan,Location,UK
Lawrence Abu Hamdan,Date,2014
Lawrence Abu Hamdan,Person,Art
Lawrence Abu Hamdan,Person,HKA Antwerp
Lawrence Abu Hamdan,Date,2014
Lawrence Abu Hamdan,Location,Berlin
Lawrence Abu Hamdan,Date,2001
Lawrence Abu Hamdan,Person,CAC La
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Date,Sun
Lawrence Abu Hamdan,Location,Istanbul
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Location,Sound
Lawrence Abu Hamdan,Organization,Tate Modern
Lawrence Abu Hamdan,Location,London
Lawrence Abu Hamdan,Location,UK
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Person,Lisa Cooley
Lawrence Abu Hamdan,Location,New York
Lawrence Abu Hamdan,Location,USA
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Organization,Wyspa Institute of Art
Lawrence Abu Hamdan,Location,Gdansk
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Location,Innsbruck
Lawrence Abu Hamdan,Location,Innsbruck
Lawrence Abu Hamdan,Date,2012
Lawrence Abu Hamdan,Location,Taipei
Lawrence Abu Hamdan,Date,2012
Lawrence Abu Hamdan,Location,Extra City
Lawrence Abu Hamdan,Location,Antwerp
Lawrence Abu Hamdan,Date,2009
Lawrence Abu Hamdan,Date,2011
Lawrence Abu Hamdan,Organization,Wyspa Institute of Art
Lawrence Abu Hamdan,Date,2011
Lawrence Abu Hamdan,Organization,Model Court
Lawrence Abu Hamdan,Location,London
Lawrence Abu Hamdan,Location,UK
Lawrence Abu Hamdan,Date,2010
Lawrence Abu Hamdan,Organization,Weeks Project
Lawrence Abu Hamdan,Location,Beirut
Lawrence Abu Hamdan,Date,2007
Lawrence Abu Hamdan,Location,Leeds
Lawrence Abu Hamdan,Person,Urban Performance
Lawrence Abu Hamdan,Location,Leeds
Lawrence Abu Hamdan,Location,UK
Lawrence Abu Hamdan,Organization,Tate Modern
Lawrence Abu Hamdan,Location,London
Lawrence Abu Hamdan,Person,HKA
Lawrence Abu Hamdan,Location,Antwerp
Lawrence Abu Hamdan,Person,Lisa Cooley
Lawrence Abu Hamdan,Location,New York
Lawrence Abu Hamdan,Person,Abu
Lawrence Abu Hamdan,Person,Hamdan
Lawrence Abu Hamdan,Organization,Arnolfini
Lawrence Abu Hamdan,Location,Bristol
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Organization,Taipei Biennial
Lawrence Abu Hamdan,Date,2012
Lawrence Abu Hamdan,Location,Stockholm
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Person,Abu Hamdan
Lawrence Abu Hamdan,Organization,Model Court
Lawrence Abu Hamdan,Location,London
Lawrence Abu Hamdan,Date,2013
Lawrence Abu Hamdan,Person,Lawrence Abu Hamdans
Lawrence Abu Hamdan,Organization,Cabinet Magazine
Lawrence Abu Hamdan,Organization,Sharjah Biennial
Lawrence Abu Hamdan,Organization,Batroun Projects
Lawrence Abu Hamdan,Location,north Lebanon
Lawrence Abu Hamdan,Person,Abu Hamdan
Lawrence Abu Hamdan,Organization,Goldsmiths College
Lawrence Weiner,Person,Lawrence Weiner
Lawrence Weiner,Address,http://www.sharjahart.org/people/people-by-alphabet/w/weiner-lawrence
Lawrence Weiner,Person,Laurence Weiner
Lawrence Weiner,Person,Lawrence Weiner
Lawrence Weiner,Date,1942
Lawrence Weiner,Location,New York
Lawrence Weiner,Organization,New York Public School
Lawrence Weiner,Location,North America
Lawrence Weiner,Location,USA
Lawrence Weiner,Location,Mexico
Lawrence Weiner,Location,Canada
Lawrence Weiner,Location,Mill Valley
Lawrence Weiner,Location,California
Lawrence Weiner,Date,1960
Lawrence Weiner,Person,Lawrence Weiner
Lawrence Weiner,Location,New York City
Lawrence Weiner,Location,Amsterdam
Lawrence Weiner,Organization,Sharjah Biennial
Lawrence Weiner,Person,Weiner
Lawrence Weiner,Organization,Sharjah Art Museum
Lawrence Weiner,Person,Di More
Lawrence Weiner,Date,2009
Lawrence Weiner,Date,October 2010
Lee Kit,Person,Lee Kit
Lee Kit,Address,http://www.sharjahart.org/people/people-by-alphabet/k/lee-kit
Lee Kit,Person,Lee Kit
Lee Kit,Date,1978
Lee Kit,Location,Hong Kong
Lee Kit,Location,Hong Kong
Lee Kit,Person,Lee Kit
Lee Kit,Person,Henry
Lee Kit,Location,Western Front
Lee Kit,Location,Vancouver
Lee Kit,Date,2011
Lee Kit,Organization,New Museum
Lee Kit,Location,New York
Lee Kit,Date,2012
Lee Kit,Organization,Hong Kong Art Centre
Lee Kit,Date,2010
Lee Kit,Location,Hong Kong
Lee Kit,Date,2010
Lee Kit,Organization,Tate Modern
Lee Kit,Location,London
Lee Kit,Date,2010
Lee Kit,Date,2009
Lee Kit,Location,Seoul
Lee Kit,Location,Shop
Lee Kit,Location,Beijing
Lee Kit,Date,2009
Lee Kit,Date,March 2012
Leila Fatemi,Person,Leila Fatemi
Leila Fatemi,Address,http://www.artclvb.com/artist/leila-fatemi
Leila Fatemi,Person,Leila Fatemi
Leila Fatemi,Origin,Iranian
Leila Fatemi,Origin,German
Leila Fatemi,Origin,Indian
Leila Fatemi,Organization,Ryerson University
Leila Fatemi,Person,Leila
Lili Dujourie,Person,Lili Dujourie
Lili Dujourie,Address,http://www.sharjahart.org/people/people-by-alphabet/d/dujourie-lili
Lili Dujourie,Date,the late 1960s
Lili Dujourie,Person,Lili Dujourie
Lili Dujourie,Date,1972-1981
Lili Dujourie,Person,Dujourie
Lili Dujourie,Organization,Sharjah Biennial
Lili Dujourie,Date,2009
Lili Dujourie,Date,2007
Lili Dujourie,Date,2000-01
Lili Dujourie,Person,Dujourie
Lili Dujourie,Person,Arte Contemporáneo
Lili Dujourie,Location,Murcia
Lili Dujourie,Location,Spain
Lili Dujourie,Date,2010
Lili Dujourie,Location,France
Lili Dujourie,Date,2008
Lili Dujourie,Location,Korea
Lili Dujourie,Date,2008
Lili Dujourie,Organization,Biennial
Lili Dujourie,Location,Korea
Lili Dujourie,Date,2008
Lili Dujourie,Location,Le Havre
Lili Dujourie,Location,the Netherlands
Lili Dujourie,Date,2008
Lili Dujourie,Location,New York
Lili Dujourie,Date,2008
Lili Dujourie,Organization,Documenta
Lili Dujourie,Date,2007
Lili Dujourie,Date,2007
Lili Dujourie,Organization,Tamayo Museum
Lili Dujourie,Location,Mexico City
Lili Dujourie,Location,Lund
Lili Dujourie,Location,Sweden
Lili Dujourie,Date,2008
Lili Dujourie,Organization,Dundee Contemporary Arts Centre
Lili Dujourie,Date,2008
Lili Dujourie,Person,Lili Dujourie
Lili Dujourie,Location,Belgium
Lili Dujourie,Date,October 2010
Liliana Porter,Person,Liliana Porter
Liliana Porter,Address,http://www.sharjahart.org/people/people-by-alphabet/p/porter-liliana
Liliana Porter,Person,Liliana Porter
Liliana Porter,Person,Porter
Liliana Porter,Person,Porter
Liliana Porter,Date,2009
Liliana Porter,Organization,Sharjah Biennial
Liliana Porter,Organization,Fox
Liliana Porter,Date,2007
Liliana Porter,Location,Buenos Aires
Liliana Porter,Location,Argentina
Liliana Porter,Date,1941
Liliana Porter,Person,Porter
Liliana Porter,Location,New York
Liliana Porter,Date,1964
Liliana Porter,Organization,Museum of Modern Art
Liliana Porter,Location,New York
Liliana Porter,Date,1973
Liliana Porter,Location,Europe
Liliana Porter,Location,South America
Liliana Porter,Location,United States
Liliana Porter,Organization,Museo Tamayo
Liliana Porter,Person,Arte Contemporáneo
Liliana Porter,Location,Mexico City
Liliana Porter,Date,2008
Liliana Porter,Organization,Dia Art Foundation
Liliana Porter,Date,2008
Liliana Porter,Organization,Museum of Modern Art
Liliana Porter,Location,New York
Liliana Porter,Location,London
Liliana Porter,Organization,Museo
Liliana Porter,Location,Buenos Aires
Liliana Porter,Organization,Queens College
Liliana Porter,Organization,City University of New York
Liliana Porter,Date,from 1991 to 2007
Liliana Porter,Person,Porter
Liliana Porter,Organization,Guggenheim
Liliana Porter,Date,1980
Liliana Porter,Organization,New York Foundation
Liliana Porter,Date,1999
Liliana Porter,Date,1996
Liliana Porter,Date,1985
Liliana Porter,Location,Atlantic
Liliana Porter,Person,NEA Regional
Liliana Porter,Date,1994
Liliana Porter,Date,from 1994 to 2004
Liliana Porter,Person,Liliana Porter
Liliana Porter,Person,Florencia Bazzano-
Liliana Porter,Person,Nelson
Liliana Porter,Organization,Ashgate Press
Liliana Porter,Date,2008
Liliana Porter,Location,New York
Liliana Porter,Date,October 2010
Liu Wei,Person,Liu Wei
Liu Wei,Address,http://www.sharjahart.org/people/people-by-alphabet/w/wei-liu
Liu Wei,Person,Liu Wei
Liu Wei,Location,China
Liu Wei,Date,1972
Liu Wei,Location,Beijing
Liu Wei,Location,China
Liu Wei,Location,Beijing
Liu Wei,Date,1996
Liu Wei,Organization,China Academy of Art
Liu Wei,Location,Hangzhou
Liu Wei,Person,Liu Wei
Liu Wei,Date,2012
Liu Wei,Person,Liu
Liu Wei,Organization,Minsheng Art Museum
Liu Wei,Location,Shanghai
Liu Wei,Location,China
Liu Wei,Organization,Today Art Museum
Liu Wei,Location,Beijing
Liu Wei,Date,2011
Liu Wei,Location,Guangzhou
Liu Wei,Location,China
Liu Wei,Date,2012
Liu Wei,Date,2008
Liu Wei,Organization,Centre Pompidou
Liu Wei,Location,Paris
Liu Wei,Location,France
Liu Wei,Date,2010
Liu Wei,Location,China
Liu Wei,Location,Power Station
Liu Wei,Origin,
Liu Wei,Date,2008
Liu Wei,Organization,Busan Biennale
Liu Wei,Location,South Korea
Liu Wei,Date,2008
Liu Wei,Location,China
Liu Wei,Location,Power Station
Liu Wei,Organization,Museum of Modern Art
Liu Wei,Location,Oslo
Liu Wei,Location,Norway
Liu Wei,Date,2007
Liu Wei,Organization,Biennale
Liu Wei,Location,Lyon
Liu Wei,Location,France
Liu Wei,Date,2007
Liu Wei,Organization,Venice Biennale
Liu Wei,Location,Italy
Liu Wei,Date,2005
Lize Mogel,Person,Lize Mogel
Lize Mogel,Address,http://www.sharjahart.org/people/people-by-alphabet/m/mogel-lize
Lize Mogel,Person,Lize Mogel
Lize Mogel,Location,New York City
Lize Mogel,Location,Utrecht
Lize Mogel,Location,South Korea
Lize Mogel,Date,2006
Lize Mogel,Person,Mogel
Luc  Sante,Person,Luc  Sante
Luc  Sante,Address,http://www.sharjahart.org/people/people-by-alphabet/s/sante-luc
Luc  Sante,Person,Luc Sante
Luc  Sante,Organization,Photography
Luc  Sante,Date,2009
Luc  Sante,Date,1990-2005
Luc  Sante,Date,2007
Luc  Sante,Person,Walker Evans
Luc  Sante,Date,1999
Luc  Sante,Date,1998
Luc  Sante,Date,1992
Luc  Sante,Date,1991
Luc  Sante,Location,US
Luc  Sante,Location,New York
Luc  Sante,Organization,Guggenheim
Luc  Sante,Date,1992-93
Luc  Sante,Origin,American
Luc  Sante,Organization,Academy of Arts
Luc  Sante,Date,1997
Luc  Sante,Date,1998
Luc  Sante,Organization,International Center of Photography
Luc  Sante,Date,2010
Luc  Sante,Location,New York
Luc  Sante,Organization,Bard College
Luz Maria  Bedoya,Person,Luz Maria  Bedoya
Luz Maria  Bedoya,Address,http://www.sharjahart.org/people/people-by-alphabet/b/bedoya-luz-maria
Luz Maria  Bedoya,Location,Talara
Luz Maria  Bedoya,Location,Peru
Luz Maria  Bedoya,Location,Lima
Luz Maria  Bedoya,Location,Peru
Luz Maria  Bedoya,Date,1994
Luz Maria  Bedoya,Organization,BA
Luz Maria  Bedoya,Location,Lima
Luz Maria  Bedoya,Person,Luz María
Luz Maria  Bedoya,Person,Bedoya
Luz Maria  Bedoya,Person,Bedoya
Luz Maria  Bedoya,Location,Italy
Luz Maria  Bedoya,Date,2012
Luz Maria  Bedoya,Location,São Paulo
Luz Maria  Bedoya,Location,Brazil
Luz Maria  Bedoya,Date,2011
Luz Maria  Bedoya,Person,Gabriela Mistral
Luz Maria  Bedoya,Location,Santiago
Luz Maria  Bedoya,Location,Chile
Luz Maria  Bedoya,Date,2011
Luz Maria  Bedoya,Location,Dublin
Luz Maria  Bedoya,Date,2010
Luz Maria  Bedoya,Location,Latin America
Luz Maria  Bedoya,Location,Caribbean
Luz Maria  Bedoya,Location,Latin America
Luz Maria  Bedoya,Date,2009
Luz Maria  Bedoya,Date,2005
Luz Maria  Bedoya,Person,Bedoya
Luz Maria  Bedoya,Location,Peru
Luz Maria  Bedoya,Organization,Venice Biennale
Luz Maria  Bedoya,Location,Italy
Lúcia  Koch ,Person,Lúcia  Koch 
Lúcia  Koch ,Address,http://www.sharjahart.org/people/people-by-alphabet/k/koch-lucia
Lúcia  Koch ,Location,Porto Alegre
Lúcia  Koch ,Location,Brazil
Lúcia  Koch ,Location,São Paulo
Lúcia  Koch ,Location,Brazil
Lúcia  Koch ,Date,2008
Lúcia  Koch ,Organization,University of São Paulo
Lúcia  Koch ,Date,2000
Lúcia  Koch ,Organization,Universidade Federal
Lúcia  Koch ,Person,Rio Grande
Lúcia  Koch ,Location,Porto Alegre
Lúcia  Koch ,Date,1988
Lúcia  Koch ,Organization,Universidade Federal
Lúcia  Koch ,Person,Rio Grande
Lúcia  Koch ,Date,the early 1990s
Lúcia  Koch ,Person,Lúcia
Lúcia  Koch ,Person,Koch
Lúcia  Koch ,Person,Arte Construtora
Lúcia  Koch ,Origin,Brazilian
Lúcia  Koch ,Location,São Paulo
Lúcia  Koch ,Location,Porto Alegre
Lúcia  Koch ,Location,Rio de Janeiro
Lúcia  Koch ,Person,Koch
Lúcia  Koch ,Location,Brazil
Lúcia  Koch ,Organization,Aichi Triennale
Lúcia  Koch ,Location,Nagoya
Lúcia  Koch ,Location,Japan
Lúcia  Koch ,Date,2012
Lúcia  Koch ,Location,Denver
Lúcia  Koch ,Location,Colorado
Lúcia  Koch ,Location,USA
Lúcia  Koch ,Date,2010
Lúcia  Koch ,Location,São Paulo
Lúcia  Koch ,Date,2006
Lúcia  Koch ,Organization,Göteborg International
Lúcia  Koch ,Location,Sweden
Lúcia  Koch ,Date,2005
Lúcia  Koch ,Organization,Istanbul Biennial
Lúcia  Koch ,Location,Turkey
Lúcia  Koch ,Date,2003
Lynn Love,Person,Lynn Love
Lynn Love,Address,http://www.sharjahart.org/people/people-by-alphabet/l/love-lynn
Lynn Love,Person,Lynn Love
Lynn Love,Location,New York City
Lynn Love,Date,2010
Maalem Abdelkébir  Merchane,Person,Maalem Abdelkébir  Merchane
Maalem Abdelkébir  Merchane,Address,http://www.sharjahart.org/people/people-by-alphabet/m/merchane-maalem-abdelkabir
Maalem Abdelkébir  Merchane,Person,Maalem Abdelkébir Merchane
Maalem Abdelkébir  Merchane,Date,1951
Maalem Abdelkébir  Merchane,Location,Marrakech
Maalem Abdelkébir  Merchane,Person,Bakbou Sam
Maalem Abdelkébir  Merchane,Person,Hmida
Maalem Abdelkébir  Merchane,Location,Marrakech
Maalem Abdelkébir  Merchane,Location,Europe
Maalem Abdelkébir  Merchane,Location,Japan
Maalem Abdelkébir  Merchane,Location,India
Maalem Abdelkébir  Merchane,Person,Jean Philippe Rykiel
Maalem Abdelkébir  Merchane,Person,Karim Ziad
Maalem Abdelkébir  Merchane,Person,Merchane
Maalem Abdelkébir  Merchane,Date,1970
Maalem Abdelkébir  Merchane,Origin,Moroccan
Maalem Abdelkébir  Merchane,Location,Marrakech
Maalem Abdelkébir  Merchane,Location,Marrakech
Magdi Mostafa,Person,Magdi Mostafa
Magdi Mostafa,Address,http://www.sharjahart.org/people/people-by-alphabet/m/mostafa-magdi
Magdi Mostafa,Date,1982
Magdi Mostafa,Location,Egypt
Magdi Mostafa,Location,Cairo
Magdi Mostafa,Location,Egypt
Magdi Mostafa,Date,2004
Magdi Mostafa,Organization,Helwan University
Magdi Mostafa,Location,Cairo
Magdi Mostafa,Person,Magdi Mostafa
Magdi Mostafa,Person,Mostafa
Magdi Mostafa,Location,Egypt
Magdi Mostafa,Location,United States
Magdi Mostafa,Location,Europe
Magdi Mostafa,Organization,Bronx Museum
Magdi Mostafa,Location,New York
Magdi Mostafa,Location,New York
Magdi Mostafa,Location,USA
Magdi Mostafa,Date,2010
Magdi Mostafa,Location,Italy
Magdi Mostafa,Date,2010
Magdi Mostafa,Location,Barcelona
Magdi Mostafa,Location,Spain
Magdi Mostafa,Date,2009
Maha Maamoun,Person,Maha Maamoun
Maha Maamoun,Address,http://www.sharjahart.org/people/people-by-alphabet/m/maamoun-maha
Maha Maamoun,Person,Maha Maamoun
Maha Maamoun,Location,Cairo
Maha Maamoun,Organization,Sharjah Biennial
Maha Maamoun,Location,Egypt
Maha Maamoun,Organization,Biennial
Maha Maamoun,Person,Maamoun
Maha Maamoun,Organization,Museum of Modern Art
Maha Maamoun,Location,New York
Maha Maamoun,Date,2010
Maha Maamoun,Location,Munich
Maha Maamoun,Date,2010
Maha Maamoun,Organization,Philadelphia Museum of Art
Maha Maamoun,Location,Philadelphia
Maha Maamoun,Date,2010
Maha Maamoun,Location,Beirut
Maha Maamoun,Date,2010
Maha Maamoun,Location,Cairo
Maha Maamoun,Date,2008
Maha Maamoun,Organization,Tate Modern
Maha Maamoun,Location,London
Maha Maamoun,Date,2007
Maha Maamoun,Organization,Venice Biennale
Maha Maamoun,Date,2006
Maha Maamoun,Organization,International Center of Photography
Maha Maamoun,Location,New York
Maha Maamoun,Date,2006
