source,edgetype,target 
Maha Maamoun,Organization,ART
Maha Maamoun,Location,Senegal
Maha Maamoun,Date,2004
Maha Maamoun,Organization,Biennale
Maha Maamoun,Organization,Photography
Maha Maamoun,Location,Bamako
Maha Maamoun,Location,Mali
Maha Maamoun,Date,2003
Maha Maamoun,Location,Cairo
Maha Maamoun,Date,2005
Maha Maamoun,Location,Berlin
Maha Maamoun,Date,2007
Maha Maamoun,Person,Maha Maamoun
Maha Maamoun,Location,California
Maha Maamoun,Location,Cairo
Maha Maamoun,Location,Egypt
Maha Maamoun,Location,Cairo
Maha Maamoun,Date,November 2010
Maha Maamoun,Organization,Sharjah Biennial
Maha Maamoun,Date,2009
Maha Malluh,Person,Maha Malluh
Maha Malluh,Address,http://edgeofarabia.com/artists/maha-malluh
Maha Malluh,Person,Maha Malluh
Maha Malluh,Origin,Saudi
Maha Malluh,Location,Najd
Maha Malluh,Location,Saudi Arabia
Maha Malluh,Date,1976
Maha Malluh,Organization,BA
Maha Malluh,Origin,English
Mahmoud Refat,Person,Mahmoud Refat
Mahmoud Refat,Address,http://www.sharjahart.org/people/people-by-alphabet/r/refat-mahmoud
Mahmoud Refat,Person,Mahmoud Refat
Mahmoud Refat,Location,Cairo
Mahmoud Refat,Date,2000
Mahmoud Refat,Origin,Egyptian
Mahmoud Refat,Person,kalb
Mahmoud Refat,Date,1971
Mahmoud Refat,Person,Refat
Mahmoud Refat,Location,Field
Mahmoud Refat,Date,2004
Mahmoud Refat,Location,Eastern Sonic
Mahmoud Refat,Location,Eastern Music
Mahmoud Refat,Location,London
Mahmoud Refat,Date,2010
Mahmoud Refat,Location,Kyoto
Mahmoud Refat,Location,Japan
Mahmoud Refat,Date,2010
Mahmoud Refat,Person,LUX Seville
Mahmoud Refat,Location,Spain
Mahmoud Refat,Date,2009
Mahmoud Refat,Location,Madrid
Mahmoud Refat,Date,2009
Mahmoud Refat,Person,Mahmoud Refat
Mahmoud Refat,Date,1974
Mahmoud Refat,Location,Cairo
Mahmoud Refat,Location,Cairo
Mahmoud Refat,Location,Cairo
Mahmoud Refat,Date,November 2010
Mai Al Ibrashy,Person,Mai Al Ibrashy
Mai Al Ibrashy,Address,http://www.sharjahart.org/people/people-by-alphabet/i/ibrashy-mai-al
Mai Al Ibrashy,Date,May
Mai Al Ibrashy,Person,al-Ibrashy
Mai Al Ibrashy,Organization,Department of Architecture
Mai Al Ibrashy,Organization,
Mai Al Ibrashy,Location,Egypt
Mai Al Ibrashy,Person,Ibrashy
Mai Al Ibrashy,Organization,Cairo Cemetery Salvage Project
Mai Al Ibrashy,Person,Ibrashy
Mai Al Ibrashy,Person,Al-Ibrashy
Mai Al Ibrashy,Location,Cairo
Mai Al Ibrashy,Location,Cairo
Mai Al Ibrashy,Date,May
Mai Al Ibrashy,Person,al-Ibrashy
Mai Al Ibrashy,Location,Cairo
Mai Al Ibrashy,Organization,University of London
Mai Al Ibrashy,Location,Cairo
Mai Al Ibrashy,Date,October 2010
Maider López,Person,Maider López
Maider López,Address,http://www.sharjahart.org/people/people-by-alphabet/l/lapez-maider
Maider López,Person,Maider López
Maider López,Location,Sharjah
Maider López,Organization,Lab Project
Maider López,Date,2007
Maider López,Organization,Arts
Maider López,Organization,Sharjah Biennial
Maider López,Date,2009
Maider López,Person,López
Maider López,Location,Field
Maider López,Person,López
Maider López,Location,Walls
Maider López,Organization,Biennial
Maider López,Date,2005
Maider López,Date,2010
Maider López,Date,2009
Maider López,Person,López
Maider López,Organization,Chelsea College of Art and Design
Maider López,Location,London
Maider López,Date,1999
Maider López,Organization,Faculty of Fine Arts
Maider López,Location,Bilbao
Maider López,Date,1998
Maider López,Location,Christchurch
Maider López,Organization,Biennial
Maider López,Person,Art
Maider López,Date,2009
Maider López,Organization,Museum of Modern Art
Maider López,Location,Shanghai
Maider López,Date,2008
Maider López,Organization,Guggenheim
Maider López,Location,Bilbao
Maider López,Date,2007
Maider López,Location,Barcelona
Maider López,Date,2006
Maider López,Organization,Venice Biennale
Maider López,Date,2005
Maider López,Person,López
Maider López,Date,1975
Maider López,Location,San
Maider López,Person,Sebastian
Maider López,Location,Spain
Maider López,Date,October 2010
Manal Al Dowayan,Person,Manal Al Dowayan
Manal Al Dowayan,Address,http://edgeofarabia.com/artists/manal-al-dowayan
Manal Al Dowayan,Location,Eastern Province
Manal Al Dowayan,Origin,Saudi
Manal Al Dowayan,Location,Saudi Arabia
Manal Al Dowayan,Location,Bahrain
Manal Al Dowayan,Location,London
Manal Al Dowayan,Date,2010
Manal Al Dowayan,Organization,Cuadro Fine Art Gallery
Manal Al Dowayan,Location,Dubai
Manal Al Dowayan,Date,2011
Manal Al Dowayan,Organization,Townhouse Gallery
Manal Al Dowayan,Location,Egypt
Manal Al Dowayan,Organization,
Marcel  Schwierin,Person,Marcel  Schwierin
Marcel  Schwierin,Address,http://www.sharjahart.org/people/people-by-alphabet/s/schwierin-marcel
Marcel  Schwierin,Person,Marcel Schwierin
Marcel  Schwierin,Location,Germany
Marcel  Schwierin,Date,1965
Marcel  Schwierin,Date,1994
Marcel  Schwierin,Date,2003
Marcel  Schwierin,Date,1993
Marcel  Schwierin,Person,Max-Ophüls-
Marcel  Schwierin,Date,2008
Marcel  Schwierin,Date,2009
Marcel  Schwierin,Date,2010
Marcel  Schwierin,Date,2011
Marcel Odenbach,Person,Marcel Odenbach
Marcel Odenbach,Address,http://www.sharjahart.org/people/people-by-alphabet/o/odenbach-marcel
Marcel Odenbach,Person,Marcel Odenbach
Marcel Odenbach,Location,Cologne
Marcel Odenbach,Location,Germany
Marcel Odenbach,Date,1953
Marcel Odenbach,Location,Germany
Marcel Odenbach,Date,between 1974 and 1979
Marcel Odenbach,Location,Germany
Marcel Odenbach,Location,Cologne
Marcel Odenbach,Location,Düsseldorf
Marcel Odenbach,Location,Cologne
Marcel Odenbach,Location,Ghana
Marcel Odenbach,Date,the mid-1970s
Marcel Odenbach,Person,Odenbach
Marcel Odenbach,Location,Germany
Marcel Odenbach,Origin,German
Marcel Odenbach,Person,Odenbach
Marcel Odenbach,Person,Gisela Capitain
Marcel Odenbach,Location,Cologne
Marcel Odenbach,Date,2012
Marcel Odenbach,Location,Vienna
Marcel Odenbach,Location,Austria
Marcel Odenbach,Date,2012
Marcel Odenbach,Location,Berlin
Marcel Odenbach,Location,Germany
Marcel Odenbach,Date,2011
Marcel Odenbach,Location,Berlin
Marcel Odenbach,Date,2009
Marcel Odenbach,Date,1975-1983
Marcel Odenbach,Location,Bremen
Marcel Odenbach,Location,Germany
Marcel Odenbach,Date,2008
Marcel Odenbach,Person,den Tisch
Marcel Odenbach,Location,Berlin
Marcel Odenbach,Date,2008
Marcel Odenbach,Person,Art Festival
Marcel Odenbach,Location,São Paulo
Marcel Odenbach,Location,Brazil
Marcel Odenbach,Date,2007
Marcel Odenbach,Person,Anton Kern Gallery
Marcel Odenbach,Location,New York
Marcel Odenbach,Location,USA
Marcel Odenbach,Date,2007
Marcel Odenbach,Location,Berlin
Marcel Odenbach,Location,Berlin
Marcel Odenbach,Date,2006
Marcel Odenbach,Person,Jüdisches Leben
Marcel Odenbach,Location,Munich
Marcel Odenbach,Location,Germany
Marcel Odenbach,Date,2006
Marcel Odenbach,Organization,Telefónica
Marcel Odenbach,Location,Buenos Aires
Marcel Odenbach,Location,Brazil
Marcel Odenbach,Date,2006
Marcel Odenbach,Person,Gallery
Marcel Odenbach,Location,Cologne
Marcel Odenbach,Date,2012
Marcel Odenbach,Organization,Museum of Contemporary Art
Marcel Odenbach,Location,Krakow
Marcel Odenbach,Location,Poland
Marcel Odenbach,Date,2011
Marcel Odenbach,Organization,James Thomson Art Center
Marcel Odenbach,Location,Bangkok
Marcel Odenbach,Location,Thailand
Marcel Odenbach,Date,2010
Marcel Odenbach,Origin,Austrian
Marcel Odenbach,Location,New York
Marcel Odenbach,Date,2009
Marcel Odenbach,Organization,MoMA PS1
Marcel Odenbach,Location,New York
Marcel Odenbach,Date,2008
Marcel Odenbach,Origin,German
Marcel Odenbach,Person,Joseph Beuys
Marcel Odenbach,Organization,Slought Foundation
Marcel Odenbach,Location,Philadelphia
Marcel Odenbach,Location,USA
Marcel Odenbach,Date,2007
Marcel Odenbach,Organization,Grassi Museum
Marcel Odenbach,Location,Leipzig
Marcel Odenbach,Location,Germany
Marcel Odenbach,Date,2006
Marcel Odenbach,Organization,Sharjah Biennial
Marcel Odenbach,Location,UAE
Marcel Odenbach,Date,2005
Marcel Odenbach,Organization,Sharjah Biennial
Marcel Odenbach,Person,Odenbach
Marcel Odenbach,Location,Male
Marcel Odenbach,Date,2003
Mariam Ghani,Person,Mariam Ghani
Mariam Ghani,Address,http://www.sharjahart.org/people/people-by-alphabet/g/ghani-mariam
Mariam Ghani,Person,Mariam Ghani
Mariam Ghani,Person,Erin Ellen Kelley
Mariam Ghani,Organization,Sharjah Biennial
Mariam Ghani,Date,2009
Mariam Ghani,Location,Sharjah
Mariam Ghani,Person,Ghani
Mariam Ghani,Person,Kelly
Mariam Ghani,Location,Sharjah
Mariam Ghani,Person,Ghani
Mariam Ghani,Location,Kabul
Mariam Ghani,Date,2002-07
Mariam Ghani,Date,2004
Mariam Ghani,Location,Prague
Mariam Ghani,Date,2010
Mariam Ghani,Organization,Gallery
Mariam Ghani,Location,Buffalo
Mariam Ghani,Location,New York
Mariam Ghani,Date,2010
Mariam Ghani,Location,Brooklyn
Mariam Ghani,Date,2010
Mariam Ghani,Location,Beijing
Mariam Ghani,Organization,Biennial
Mariam Ghani,Date,2009
Mariam Ghani,Organization,Sharjah Biennial
Mariam Ghani,Date,2009
Mariam Ghani,Location,NY
Mariam Ghani,Date,2008
Mariam Ghani,Organization,National Gallery
Mariam Ghani,Location,Washington
Mariam Ghani,Date,2008
Mariam Ghani,Organization,Tate Modern
Mariam Ghani,Location,London
Mariam Ghani,Date,2007
Mariam Ghani,Person,Ghani
Mariam Ghani,Organization,BA
Mariam Ghani,Date,2000
Mariam Ghani,Organization,School of Visual Arts
Mariam Ghani,Location,New York
Mariam Ghani,Date,2002
Mariam Ghani,Organization,Cooper Union
Mariam Ghani,Location,US
Mariam Ghani,Location,Europe
Mariam Ghani,Location,Governors Island
Mariam Ghani,Date,2010
Mariam Ghani,Person,Mariam Ghani
Mariam Ghani,Location,New York
Mariam Ghani,Location,USA
Mariam Ghani,Date,1978
Mariam Ghani,Location,Brooklyn
Mariam Ghani,Date,October 2010
Marie-Hélène  Cauvin,Person,Marie-Hélène  Cauvin
Marie-Hélène  Cauvin,Address,http://www.sharjahart.org/people/people-by-alphabet/c/cauvin-marie-halane
Marie-Hélène  Cauvin,Person,Marie-Hélène Cauvin
Marie-Hélène  Cauvin,Date,2009
Marie-Hélène  Cauvin,Location,Haiti
Marie-Hélène  Cauvin,Date,2007
Marie-Hélène  Cauvin,Location,Lima
Marie-Hélène  Cauvin,Location,Crossroads
Marie-Hélène  Cauvin,Date,2003
Marie-Hélène  Cauvin,Organization,Harvard University
Marie-Hélène  Cauvin,Organization,David Rockefeller Center
Marie-Hélène  Cauvin,Origin,American
Marie-Hélène  Cauvin,Location,Cambridge
Marie-Hélène  Cauvin,Location,Massachusetts
Marie-Hélène  Cauvin,Person,Art
Marie-Hélène  Cauvin,Location,Durban
Marie-Hélène  Cauvin,Date,2010
Marilou Lemmens,Person,Marilou Lemmens
Marilou Lemmens,Address,http://www.sharjahart.org/people/people-by-alphabet/l/lemmens-marilou
Marilou Lemmens,Date,2002
Marilou Lemmens,Person,Richard Ibghy
Marilou Lemmens,Person,Marilou Lemmens
Marilou Lemmens,Location,Calgary
Marilou Lemmens,Date,2010
Marilou Lemmens,Location,Quebec City
Marilou Lemmens,Date,2010
Marilou Lemmens,Person,Ibghy
Marilou Lemmens,Person,Lemmens
Mario Rizzi,Person,Mario Rizzi
Mario Rizzi,Address,http://www.sharjahart.org/people/people-by-alphabet/r/rizzi-mario
Mario Rizzi,Person,Mario Rizzi
Mario Rizzi,Location,Italy
Mario Rizzi,Location,Berlin
Mario Rizzi,Location,Germany
Mario Rizzi,Location,France
Mario Rizzi,Organization,Slade School of Fine Arts
Mario Rizzi,Location,London
Mario Rizzi,Location,UK
Mario Rizzi,Person,Rizzi
Mario Rizzi,Person,Rizzi
Mario Rizzi,Person,Rizzi
Mario Rizzi,Location,Vienna
Mario Rizzi,Location,Austria
Mario Rizzi,Date,2012
Mario Rizzi,Organization,National Centre
Mario Rizzi,Organization,Arts
Mario Rizzi,Location,Saint Petersburg
Mario Rizzi,Location,Russia
Mario Rizzi,Date,2011
Mario Rizzi,Location,Istanbul
Mario Rizzi,Location,Turkey
Mario Rizzi,Date,2011
Mario Rizzi,Location,Berlin
Mario Rizzi,Location,Germany
Mario Rizzi,Date,2011
Mario Rizzi,Location,Istanbul
Mario Rizzi,Location,Turkey
Mario Rizzi,Date,2010
Mario Rizzi,Organization,Sharjah Art Foundation
Mario Rizzi,Location,UAE
Mario Rizzi,Organization,Museum of Modern Art
Mario Rizzi,Date,2010
Mario Rizzi,Location,New York
Mario Rizzi,Location,USA
Mario Rizzi,Date,2005
Mario Rizzi,Person,Rizzi
Mario Rizzi,Organization,Sharjah Biennial
Mario Rizzi,Date,2005
Mario Rizzi,Date,2004
Mario Rizzi,Location,Kosovo
Mario Rizzi,Organization,Berlin International
Mario Rizzi,Date,2008
Mario Rizzi,Date,2012
Mario Rizzi,Person,Rizzi
Mario Rizzi,Organization,Sharjah Art Foundation
Mark Lombardi,Person,Mark Lombardi
Mark Lombardi,Address,http://www.sharjahart.org/people/people-by-alphabet/l/lombardi-mark
Mark Lombardi,Person,Lombardi
Mark Lombardi,Organization,BA
Mark Lombardi,Person,Art History
Mark Lombardi,Organization,Syracuse University
Mark Lombardi,Date,1974
Mark Lombardi,Date,1994
Mark Lombardi,Person,Lombardi
Mark Lombardi,Person,Lombardi
Mark Lombardi,Person,Lombardi
Mark Lombardi,Organization,Drawing Center
Mark Lombardi,Location,New York
Mark Lombardi,Date,1997
Mark Lombardi,Organization,Silent Partners
Mark Lombardi,Date,2000
Mark Lombardi,Location,Williamsburg
Mark Lombardi,Date,1998
Mark Lombardi,Person,Mark Lombardi
Mark Lombardi,Date,2003
Mark Lombardi,Date,2005
Mark Lombardi,Organization,Independent Curators Inc
Marwa Rustam,Person,Marwa Rustam
Marwa Rustam,Address,http://www.sharjahart.org/people/people-by-alphabet/r/rustam-marwa
Marwa Rustam,Date,1986
Marwa Rustam,Location,Manama
Marwa Rustam,Location,Bahrain
Marwa Rustam,Location,Manama
Marwa Rustam,Date,2008
Marwa Rustam,Organization,University of Bahrain
Marwa Rustam,Person,Marwa Rustam
Marwa Rustam,Location,Bahrain
Marwa Rustam,Person,Rustam
Marwa Rustam,Location,Hamburg
Marwa Rustam,Location,Germany
Marwa Rustam,Location,Tehran
Marwa Rustam,Location,Iran
Marwa Rustam,Location,Abu Dhabi
Marwa Rustam,Location,UAE
Marwa Rustam,Location,Bahrain
Marwan Kassab Bachi,Person,Marwan Kassab Bachi
Marwan Kassab Bachi,Address,www.daratalfunun.org/main/resourc/exhibit/marwan/marwan.html
Marwan Kassab Bachi,Location,Damascus
Marwan Kassab Bachi,Location,Syria
Marwan Kassab Bachi,Location,Berlin
Marwan Rechmaoui,Person,Marwan Rechmaoui
Marwan Rechmaoui,Address,http://www.sharjahart.org/people/people-by-alphabet/r/rechmaoui-marwan
Marwan Rechmaoui,Location,Beirut
Marwan Rechmaoui,Date,1964
Marwan Rechmaoui,Person,Marwan Rechmaoui
Marwan Rechmaoui,Location,Beirut
Marwan Rechmaoui,Location,Lebanon
Marwan Rechmaoui,Location,Beirut
Marwan Rechmaoui,Person,Marwan Rechmaoui
Marwan Rechmaoui,Location,Monument
Marwan Rechmaoui,Date,2001
Marwan Rechmaoui,Person,Al-Murr
Marwan Rechmaoui,Location,Beirut
Marwan Rechmaoui,Origin,Lebanese
Marwan Rechmaoui,Date,2004
Marwan Rechmaoui,Location,Beirut
Marwan Rechmaoui,Person,mats
Marwan Rechmaoui,Location,Beirut
Marwan Rechmaoui,Person,Rechmaoui
Marwan Rechmaoui,Location,Lebanon
Marwan Rechmaoui,Location,Aix-en-Provence
Marwan Rechmaoui,Location,France
Marwan Rechmaoui,Date,2013
Marwan Rechmaoui,Organization,Serpentine Gallery
Marwan Rechmaoui,Location,London
Marwan Rechmaoui,Location,UK
Marwan Rechmaoui,Date,2012
Marwan Rechmaoui,Organization,Gallery
Marwan Rechmaoui,Location,London
Marwan Rechmaoui,Date,2009
Marwan Rechmaoui,Person,Paul Klee
Marwan Rechmaoui,Location,Bern
Marwan Rechmaoui,Location,Switzerland
Marwan Rechmaoui,Date,2009
Marwan Rechmaoui,Location,France
Marwan Rechmaoui,Date,2008
Marwan Rechmaoui,Person,des Beaux-
Marwan Rechmaoui,Location,Brussels
Marwan Rechmaoui,Location,Belgium
Marwan Rechmaoui,Date,2008
Marwan Rechmaoui,Date,1998
Marwan Rechmaoui,Origin,Français
Marwan Rechmaoui,Location,Beirut
Marwan Rechmaoui,Location,São Paulo
Marwan Rechmaoui,Location,Brazil
Marwan Rechmaoui,Date,2006
Marwan Rechmaoui,Organization,Sharjah Biennial
Marwan Rechmaoui,Location,UAE
Marwan Rechmaoui,Date,2005
Matt Saunders,Person,Matt Saunders
Matt Saunders,Address,http://www.sharjahart.org/people/people-by-alphabet/s/saunders-matt
Matt Saunders,Person,Matt Saunders
Matt Saunders,Organization,Renaissance Society
Matt Saunders,Date,2010
Matt Saunders,Location,Harris
Matt Saunders,Location,New York
Matt Saunders,Date,2010
Matt Saunders,Organization,Museum of Art
Matt Saunders,Organization,University of Michigan
Matt Saunders,Date,2009
Matt Saunders,Organization,MoMA
Matt Saunders,Location,San Francisco
Matt Saunders,Date,2008
Matt Saunders,Organization,Deutsche Guggenheim
Matt Saunders,Location,Berlin
Matt Saunders,Date,2008
Matt Saunders,Person,Saunders
Matt Saunders,Organization,Louis Comfort Tiffany Foundation
Matt Saunders,Date,2009
Matt Saunders,Location,Berlin
Matthew  Barney ,Person,Matthew  Barney 
Matthew  Barney ,Address,http://www.sharjahart.org/people/people-by-alphabet/b/barney-matthew
Matthew  Barney ,Location,San Francisco
Matthew  Barney ,Location,California
Matthew  Barney ,Location,USA
Matthew  Barney ,Location,New York
Matthew  Barney ,Location,New York
Matthew  Barney ,Location,USA
Matthew  Barney ,Date,1989
Matthew  Barney ,Organization,BA
Matthew  Barney ,Organization,Yale University
Matthew  Barney ,Location,New Haven
Matthew  Barney ,Location,Connecticut
Matthew  Barney ,Location,USA
Matthew  Barney ,Person,Matthew Barney
Matthew  Barney ,Date,1992
Matthew  Barney ,Date,2002
Matthew  Barney ,Date,2007
Matthew  Barney ,Person,Norman Mailer
Matthew  Barney ,Date,1983
Matthew  Barney ,Person,Barney
Matthew  Barney ,Organization,Venice Biennale
Matthew  Barney ,Location,Italy
Matthew  Barney ,Date,1993
Matthew  Barney ,Person,Hugo Boss
Matthew  Barney ,Location,New York
Matthew  Barney ,Date,1996
Matthew  Barney ,Location,Goslar
Matthew  Barney ,Location,Germany
Matthew  Barney ,Date,2007
Matthew  Barney ,Organization,San Francisco International
Matthew  Barney ,Date,2011
Melik Ohanian,Person,Melik Ohanian
Melik Ohanian,Address,http://www.sharjahart.org/people/people-by-alphabet/o/ohanian-melik
Melik Ohanian,Person,Melik Ohanian
Melik Ohanian,Location,France
Melik Ohanian,Date,1969
Melik Ohanian,Location,Paris
Melik Ohanian,Location,New York
Melik Ohanian,Location,USA
